Details for  Addy; January 01, 2022 to July 25, 2022
DATE,MIN_AIR_TEMP,AIR_TEMP,MAX_AIR_TEMP,DEWPOINT,REL_HUMIDITY,LEAF_WETNESS,WIND_DIR,WIND_SPEED,WIND_SPEED_MAX,SOIL_TEMP_2_IN,MIN_SOIL_TEMP_8_IN,AVG_SOIL_TEMP_8_IN,SOIL_MOIS_8_IN,PRECIP,SOLAR_RAD,ET_GRASS,ET_ALFALFA,AIR_PRESSURE,
"2022-01-26",27.3,28.3,29.8,23.0,82.6,0.14,NW,4.7,12.4,33.4,34.9,34.9,17.5,0.00,2.79,0.02,0.03,30.39,
"2022-01-27",18.0,25.5,28.5,19.4,80.9,0.00,NW,4.0,10.7,33.3,34.9,35.0,NA,0.00,4.98,0.01,0.02,30.62,
"2022-01-28",14.5,21.6,28.4,16.7,86.4,0.00,NW,1.2,6.4,33.1,34.9,34.9,17.5,0.00,4.86,0.01,0.01,30.52,
"2022-01-29",10.8,21.1,27.4,16.4,87.2,0.00,SW,0.7,8.5,32.9,34.7,34.8,17.5,0.00,3.14,0.01,0.01,30.37,
"2022-01-30",25.4,28.1,31.8,23.6,85.4,0.01,S,3.2,10.7,32.9,34.7,34.7,17.5,0.00,3.23,0.02,0.02,30.09,
"2022-01-31",11.9,26.4,33.1,21.2,83.8,0.05,S,3.2,12.4,32.9,34.7,34.7,17.5,0.03,6.03,0.01,0.01,30.05,
"2022-02-01",7.9,19.8,33.4,9.2,71.7,0.01,NW,3.0,21.4,32.7,34.6,34.7,17.4,0.00,6.72,0.02,0.04,30.19,
"2022-02-02",4.8,16.3,24.2,4.8,66.4,0.00,S,2.4,10.3,32.5,34.5,34.6,17.5,0.00,5.46,0.02,0.02,30.33,
"2022-02-03",13.2,21.6,26.3,15.5,81.9,0.00,NW,2.4,7.1,32.5,34.4,34.4,17.4,0.00,3.46,0.01,0.02,30.41,
"2022-02-04",25.1,28.5,33.6,25.3,90.1,0.08,N ,4.4,10.7,32.6,34.4,34.4,17.3,0.00,2.02,0.02,0.02,30.35,
"2022-02-05",18.7,29.2,33.7,26.1,90.2,0.03,SE,2.7,11.0,32.6,34.4,34.4,17.3,0.02,3.75,0.01,0.01,30.43,
"2022-02-06",21.4,27.6,34.0,25.1,92.8,0.13,NW,3.7,11.7,32.6,34.4,34.4,17.3,0.00,5.45,0.01,0.02,30.48,
"2022-02-07",21.9,30.9,43.3,27.3,89.4,0.13,S,3.3,10.3,32.7,34.4,34.4,17.3,0.00,8.58,0.02,0.03,30.28,
"2022-02-08",17.3,27.9,39.2,24.3,89.4,0.28,S,2.5,9.9,32.7,34.4,34.4,17.2,0.00,7.38,0.02,0.02,30.47,
"2022-02-09",24.2,30.1,42.1,26.5,88.0,0.33,NW,2.7,9.6,32.8,34.4,34.4,17.2,0.00,8.34,0.02,0.03,30.45,
"2022-02-10",22.6,27.9,38.9,26.1,95.7,0.29,W,2.4,11.7,32.8,34.4,34.4,17.1,0.00,5.49,0.02,0.03,30.31,
"2022-02-11",19.9,29.2,45.4,20.0,75.6,0.19,NW,4.1,17.5,32.9,34.4,34.5,17.1,0.00,10.01,0.04,0.07,30.46,
"2022-02-12",17.0,25.1,40.2,16.0,71.9,0.00,NW,3.6,8.9,32.8,34.4,34.4,17.1,0.00,10.87,0.03,0.05,30.45,
"2022-02-13",10.0,22.9,37.8,15.9,78.2,0.00,W,2.0,8.9,32.6,34.3,34.3,17.1,0.00,9.47,0.02,0.03,30.27,
"2022-02-14",25.1,29.3,32.0,25.9,89.0,0.40,NW,3.0,10.3,32.6,34.2,34.2,17.1,0.00,2.38,0.01,0.02,29.90,
"2022-02-15",27.9,31.3,33.5,30.4,97.3,0.84,W,3.3,9.6,32.7,34.2,34.2,17.1,0.16,5.75,0.01,0.01,30.01,
"2022-02-16",21.5,30.2,44.4,23.3,80.1,0.41,NW,3.5,11.7,32.7,34.2,34.3,17.0,0.00,10.53,0.04,0.05,30.15,
"2022-02-17",19.8,29.4,40.8,24.0,82.5,0.02,SE,3.5,11.7,32.7,34.3,34.3,17.0,0.00,7.25,0.03,0.04,30.25,
"2022-02-18",23.0,31.5,40.4,28.0,88.7,0.15,S,2.6,8.5,32.8,34.3,34.3,17.1,0.00,7.73,0.02,0.03,30.29,
"2022-02-19",24.1,31.7,42.3,27.6,86.7,0.38,S,2.9,10.3,32.8,34.4,34.4,17.1,0.00,3.79,0.03,0.04,29.91,
"2022-02-20",24.0,31.8,41.1,25.8,80.0,0.24,W,3.0,15.7,32.8,34.4,34.4,17.1,0.00,9.47,0.03,0.04,29.78,
"2022-02-21",10.6,22.0,30.9,10.6,68.0,0.01,N ,3.9,14.2,32.6,34.4,34.4,17.1,0.00,4.88,0.03,0.04,29.95,
"2022-02-22",2.4,12.3,22.3,-7.6,46.3,0.00,N,6.0,21.0,32.0,34.2,34.3,17.2,0.00,13.02,0.04,0.06,30.32,
"2022-02-23",-5.0,11.4,22.4,-3.3,59.6,0.00,S,3.2,10.3,30.8,33.9,34.1,17.2,0.00,11.44,0.02,0.03,30.34,
"2022-02-24",8.9,18.0,29.2,9.4,75.0,0.00,NW,3.4,12.1,30.8,33.8,33.8,17.1,0.02,13.25,0.03,0.04,30.36,
"2022-02-25",3.5,14.6,27.7,6.4,77.3,0.00,S,3.1,11.4,30.1,33.7,33.7,17.0,0.00,10.71,0.03,0.04,30.48,
"2022-02-26",5.0,19.1,34.4,10.1,73.1,0.00,NW,3.3,11.4,29.6,33.5,33.6,16.9,0.01,12.26,0.03,0.05,30.40,
"2022-02-27",26.0,31.2,35.9,28.8,92.2,0.47,SE,3.1,13.2,31.4,33.5,33.5,16.9,0.21,2.04,0.01,0.01,30.26,
"2022-02-28",33.1,34.8,36.1,34.5,98.8,0.99,NW,3.6,15.0,32.1,33.4,33.5,16.7,0.59,2.25,0.01,0.01,30.01,
"2022-03-01",33.1,39.6,54.4,37.2,92.2,0.92,SW,2.6,13.9,32.1,33.3,33.4,18.0,0.03,9.17,0.04,0.06,30.04,
"2022-03-02",33.4,35.8,39.4,35.6,99.2,0.95,NW,2.1,9.2,32.1,33.3,33.3,22.2,0.02,4.09,0.02,0.02,30.07,
"2022-03-03",31.8,35.9,39.3,35.7,99.5,0.97,W,1.8,12.8,32.1,33.2,33.2,25.4,0.36,4.23,0.02,0.02,29.96,
"2022-03-04",27.6,33.3,40.3,31.6,94.2,0.86,SW,2.3,8.5,32.1,33.2,33.2,27.9,0.01,10.31,0.03,0.03,30.02,
"2022-03-05",26.4,33.7,47.2,25.9,78.2,0.45,NW,5.2,14.6,32.1,33.2,33.2,27.7,0.00,14.28,0.06,0.09,30.13,
"2022-03-06",24.5,33.7,46.9,20.1,61.8,0.00,NW,5.6,15.3,32.2,33.2,33.3,27.7,0.00,15.39,0.07,0.10,30.32,
"2022-03-07",24.5,35.4,51.7,25.6,69.6,0.00,S,2.9,11.7,32.8,33.3,33.3,27.8,0.00,12.58,0.06,0.08,30.26,
"2022-03-08",27.7,36.1,43.9,22.6,60.8,0.00,N,4.8,19.6,34.6,33.3,33.5,28.1,0.00,15.15,0.06,0.09,30.16,
"2022-03-09",15.7,25.5,33.7,12.3,63.5,0.00,NW,3.9,13.5,34.2,33.6,33.9,27.6,0.08,11.79,0.04,0.06,30.24,
"2022-03-10",12.9,26.0,40.9,12.5,62.4,0.00,SE,3.6,12.8,33.3,33.6,33.8,26.7,0.00,14.16,0.05,0.07,30.25,
"2022-03-11",20.3,31.0,41.8,22.0,72.3,0.00,SE,2.8,11.4,33.2,33.6,33.6,26.2,0.00,7.47,0.04,0.05,30.25,
"2022-03-12",30.6,36.0,46.0,29.8,79.3,0.03,NW,4.5,12.4,35.0,33.6,34.0,25.9,0.00,8.89,0.05,0.07,29.96,
"2022-03-13",32.4,36.8,43.1,33.6,88.2,0.34,SE,2.6,11.0,35.6,34.6,35.1,25.8,0.00,2.68,0.02,0.03,29.89,
"2022-03-14",39.4,43.0,48.4,36.8,79.4,0.25,SE,5.3,17.1,39.1,35.9,36.8,25.6,0.28,7.26,0.05,0.07,30.10,
"2022-03-15",31.1,43.5,55.8,36.2,79.0,0.64,SW,4.9,22.5,42.4,38.4,39.4,26.0,0.03,11.85,0.07,0.09,29.97,
"2022-03-16",27.6,38.9,54.4,29.1,71.8,0.31,SE,3.6,13.2,41.8,38.4,39.9,25.6,0.00,16.41,0.08,0.10,30.19,
"2022-03-17",26.2,40.0,53.0,29.5,69.1,0.06,SE,3.7,17.5,40.5,38.3,39.6,25.1,0.00,11.51,0.06,0.09,30.13,
"2022-03-18",33.2,42.0,52.2,33.9,73.8,0.00,SE,4.2,13.5,41.7,39.3,40.3,24.7,0.00,8.11,0.06,0.08,30.05,
"2022-03-19",31.2,38.9,50.8,35.1,86.7,0.47,SE,3.3,12.8,41.0,39.6,40.6,24.5,0.03,7.26,0.05,0.06,29.85,
"2022-03-20",27.5,36.5,49.7,25.2,70.5,0.38,SW,3.9,18.2,41.7,39.1,40.5,24.3,0.00,15.57,0.07,0.10,30.13,
"2022-03-21",33.3,38.7,43.9,34.6,85.1,0.58,SE,3.5,11.0,40.7,39.8,40.6,24.2,0.07,5.50,0.03,0.04,30.33,
"2022-03-22",38.1,43.5,49.6,39.4,86.0,0.51,SW,2.9,8.5,43.1,40.7,41.6,24.2,0.01,6.05,0.04,0.05,30.42,
"2022-03-23",41.1,46.9,57.4,42.6,85.5,0.22,NW,4.5,11.4,45.7,42.5,43.3,24.1,0.05,7.39,0.06,0.08,30.15,
"2022-03-24",32.5,44.4,54.5,26.8,53.3,0.23,NW,5.3,17.5,45.8,42.5,43.8,24.0,0.00,15.66,0.10,0.14,30.22,
"2022-03-25",31.1,43.7,60.0,27.6,56.7,0.00,NW,3.9,11.0,45.0,41.7,43.2,23.8,0.00,13.39,0.10,0.13,30.07,
"2022-03-26",31.8,44.7,61.9,33.8,69.2,0.00,SE,3.1,16.7,45.7,42.3,43.8,23.6,0.00,13.73,0.09,0.11,29.97,
"2022-03-27",36.7,50.0,70.5,37.8,67.3,0.00,NW,4.4,15.3,48.5,43.5,45.0,23.4,0.00,16.76,0.12,0.17,29.76,
"2022-03-28",32.7,50.0,65.2,38.1,67.5,0.24,NW,3.5,15.7,49.7,44.4,46.1,23.2,0.00,16.69,0.10,0.13,29.71,
"2022-03-29",39.5,51.2,64.4,32.8,51.5,0.00,NW,5.8,22.5,50.5,45.4,46.9,22.9,0.00,19.15,0.14,0.19,29.94,
"2022-03-30",32.8,42.5,57.2,34.7,75.2,0.03,W,5.2,25.7,46.3,45.1,46.3,22.7,0.00,9.73,0.08,0.11,29.97,
"2022-03-31",27.6,39.1,52.3,27.7,68.0,0.21,NE,3.1,13.9,44.7,43.4,44.6,22.5,0.00,13.05,0.07,0.09,30.03,
"2022-04-01",24.4,40.0,54.8,27.4,65.1,0.10,SE,4.1,17.5,43.7,42.2,43.6,22.4,0.00,15.83,0.09,0.11,30.04,
"2022-04-02",31.9,41.7,53.4,35.5,79.8,0.47,S,3.8,23.5,45.3,43.5,44.5,22.3,0.15,13.13,0.07,0.09,30.03,
"2022-04-03",28.6,41.6,55.5,29.8,66.7,0.15,S,4.6,16.4,43.5,42.9,44.2,22.3,0.00,11.95,0.08,0.11,29.95,
"2022-04-04",38.5,45.5,54.5,30.7,59.5,0.34,S,8.7,36.1,45.9,44.0,44.9,22.5,0.31,15.43,0.12,0.17,29.51,
"2022-04-05",27.7,39.7,53.0,24.9,58.5,0.00,S,5.0,26.0,44.1,42.6,44.0,22.7,0.00,16.45,0.10,0.13,30.04,
"2022-04-06",23.6,38.4,54.1,24.5,62.4,0.00,SE,3.8,14.2,44.4,42.0,43.6,22.6,0.00,21.63,0.10,0.13,30.47,
"2022-04-07",27.7,43.9,64.9,28.0,60.3,0.01,N ,3.6,12.8,45.7,42.4,44.1,22.4,0.00,18.64,0.12,0.16,30.39,
"2022-04-08",33.8,46.6,62.1,26.4,53.2,0.00,SW,6.5,28.9,46.1,43.9,45.2,22.2,0.00,16.28,0.14,0.20,29.98,
"2022-04-09",27.6,40.1,49.9,24.7,57.9,0.05,NW,5.5,25.7,45.6,44.1,45.2,22.0,0.00,16.93,0.09,0.13,30.03,
"2022-04-10",22.7,33.4,44.7,24.2,73.3,0.16,SW,3.6,18.2,43.1,42.6,43.8,21.9,0.00,15.64,0.07,0.08,29.91,
"2022-04-11",28.5,37.4,44.7,18.3,52.3,0.01,NE,6.6,22.8,42.0,42.0,42.9,21.7,0.00,12.03,0.09,0.13,29.65,
"2022-04-12",26.0,35.4,41.7,14.4,42.9,0.00,E,4.6,17.1,41.5,41.5,42.6,21.6,0.00,13.09,0.08,0.11,29.97,
"2022-04-13",23.4,33.3,45.3,9.4,40.3,0.00,E,4.9,17.5,41.6,40.7,42.2,21.5,0.00,23.58,0.11,0.15,30.06,
"2022-04-14",27.4,35.6,42.0,14.5,43.4,0.00,W,4.2,15.3,41.1,41.1,42.2,21.3,0.00,12.37,0.08,0.11,29.92,
"2022-04-15",25.4,35.7,47.5,22.0,62.6,0.00,S,3.3,18.9,43.1,41.3,42.6,21.2,0.00,18.08,0.08,0.11,30.04,
"2022-04-16",21.7,35.9,50.1,22.9,64.9,0.00,NW,6.7,20.7,41.4,40.9,42.3,21.1,0.00,14.40,0.09,0.13,29.92,
"2022-04-17",28.3,38.4,49.3,28.4,69.2,0.00,SE,5.7,18.2,42.5,42.0,42.9,21.0,0.00,14.99,0.08,0.11,30.22,
"2022-04-18",27.8,41.0,53.3,28.1,63.1,0.05,NW,5.7,13.5,42.6,41.8,42.9,20.8,0.03,11.40,0.09,0.12,29.89,
"2022-04-19",33.3,43.3,52.8,30.2,63.5,0.44,SW,6.1,21.8,46.8,43.0,44.3,20.7,0.08,19.97,0.11,0.14,29.75,
"2022-04-20",26.4,41.5,53.8,28.5,66.2,0.15,SE,3.6,16.0,45.5,43.1,44.7,20.6,0.04,16.23,0.09,0.11,29.84,
"2022-04-21",35.0,43.5,54.0,39.1,85.6,0.83,W,3.7,26.4,46.3,45.1,45.8,20.6,0.31,8.39,0.06,0.07,29.78,
"2022-04-22",28.7,41.2,57.5,34.5,80.6,0.51,NW,4.3,16.7,46.5,44.0,45.5,20.7,0.09,17.69,0.10,0.12,30.00,
"2022-04-23",28.5,44.1,62.2,33.9,71.6,0.42,W,3.3,15.0,48.2,43.9,45.7,21.0,0.02,19.47,0.11,0.14,30.19,
"2022-04-24",29.1,47.2,64.0,33.6,64.8,0.26,SE,3.8,18.2,49.2,44.8,46.8,21.0,0.00,22.91,0.13,0.17,30.20,
"2022-04-25",34.0,49.0,64.1,37.1,67.2,0.10,S,3.5,20.0,48.8,46.4,47.8,20.9,0.00,14.16,0.10,0.13,30.02,
"2022-04-26",31.8,48.4,56.3,35.3,63.7,0.00,SE,6.9,27.5,49.4,48.2,48.8,20.8,0.00,12.70,0.09,0.12,29.93,
"2022-04-27",25.2,40.5,56.8,27.1,65.3,0.06,S,3.8,18.2,47.8,45.7,47.5,20.6,0.00,21.16,0.11,0.14,30.02,
"2022-04-28",26.4,41.7,55.2,30.5,67.6,0.15,S,3.1,17.1,47.3,45.9,47.3,20.4,0.00,15.89,0.09,0.11,29.97,
"2022-04-29",29.1,43.2,54.4,34.8,74.3,0.21,NW,4.5,15.7,47.5,45.8,47.1,20.3,0.00,15.23,0.08,0.10,30.12,
"2022-04-30",32.6,43.3,50.9,38.9,84.7,0.62,NW,4.5,13.9,47.1,46.0,46.9,20.1,0.04,8.94,0.05,0.06,30.03,
"2022-05-01",43.0,52.0,63.3,40.6,68.5,0.04,NW,4.6,13.5,52.6,46.9,48.3,20.1,0.00,19.58,0.13,0.16,30.00,
"2022-05-02",37.7,50.8,66.5,41.2,73.1,0.19,N,4.2,17.5,52.0,48.4,49.7,19.9,0.00,15.86,0.12,0.15,29.81,
"2022-05-03",44.6,55.0,68.5,43.6,68.3,0.04,SE,4.8,15.3,55.7,49.8,51.3,19.7,0.00,22.51,0.15,0.19,30.02,
"2022-05-04",45.8,57.0,69.2,43.5,62.7,0.00,SE,4.8,18.9,55.1,51.4,52.6,19.4,0.00,16.02,0.14,0.18,30.00,
"2022-05-05",47.0,52.1,58.6,47.4,83.8,0.39,SE,3.9,16.0,53.2,52.1,52.7,19.3,0.13,6.62,0.06,0.07,29.71,
"2022-05-06",37.4,48.8,58.6,41.8,78.1,0.28,S,4.3,16.4,51.3,50.7,51.6,19.2,0.00,11.92,0.08,0.10,29.69,
"2022-05-07",41.2,46.0,53.3,41.1,83.5,0.42,S,4.5,25.0,50.4,50.8,51.3,19.2,0.12,9.34,0.07,0.08,29.66,
"2022-05-08",33.7,41.0,50.8,34.0,77.2,0.37,SE,5.1,24.3,48.9,49.4,50.3,19.2,0.17,14.51,0.08,0.10,29.68,
"2022-05-09",32.3,40.5,51.2,35.5,83.5,0.52,SE,3.5,15.7,48.1,48.1,49.3,19.2,0.02,14.19,0.07,0.09,29.78,
"2022-05-10",29.2,44.3,60.7,32.3,69.1,0.31,SE,4.1,23.9,50.4,47.4,49.0,19.3,0.00,21.61,0.13,0.16,30.05,
"2022-05-11",28.3,45.7,62.0,31.3,63.0,0.16,S,3.2,14.2,50.6,48.1,49.7,19.2,0.00,20.00,0.12,0.15,30.13,
"2022-05-12",28.4,42.7,55.3,34.5,75.3,0.29,SE,4.2,16.7,47.8,47.8,49.0,19.1,0.23,11.90,0.08,0.10,30.08,
"2022-05-13",33.8,45.0,56.7,31.7,64.8,0.48,S,4.1,16.7,49.1,47.6,48.9,19.1,0.28,20.56,0.12,0.15,30.10,
"2022-05-14",32.9,44.0,53.0,37.8,79.2,0.30,N ,2.7,8.2,48.8,48.0,48.9,19.5,0.02,9.80,0.06,0.07,30.14,
"2022-05-15",43.4,51.5,59.8,46.4,83.2,0.15,NW,5.5,19.6,52.1,49.0,49.8,19.7,0.01,11.27,0.08,0.10,30.05,
"2022-05-16",42.7,54.8,68.5,43.7,70.7,0.37,S,3.7,15.7,54.4,50.2,51.2,19.7,0.00,16.20,0.12,0.16,29.98,
"2022-05-17",33.7,48.2,63.1,34.0,61.8,0.01,S,3.9,18.2,52.5,50.4,51.6,19.6,0.00,19.48,0.13,0.16,30.13,
"2022-05-18",38.9,50.6,65.4,34.6,59.2,0.01,S,6.1,29.6,51.2,50.2,51.2,19.4,0.01,15.35,0.14,0.20,29.94,
"2022-05-19",37.3,48.1,57.2,30.4,52.1,0.00,NW,4.7,16.4,50.6,49.6,50.6,19.2,0.00,15.14,0.12,0.15,29.95,
"2022-05-20",36.3,46.1,57.4,39.9,80.3,0.27,NW,4.5,20.7,50.4,49.4,50.2,19.1,0.12,13.08,0.09,0.11,30.13,
"2022-05-21",38.1,50.1,62.6,40.9,73.3,0.23,NW,4.8,15.7,53.4,49.7,50.7,19.0,0.02,17.52,0.12,0.15,30.20,
"2022-05-22",32.0,50.4,66.9,36.7,65.4,0.35,W,3.3,15.7,54.2,49.6,51.2,18.8,0.00,22.21,0.14,0.17,30.20,
"2022-05-23",38.3,50.5,62.7,42.8,76.4,0.17,S,3.5,16.7,53.7,50.6,51.9,18.6,0.35,15.78,0.10,0.12,30.10,
"2022-05-24",39.8,51.9,63.9,44.4,78.5,0.52,SE,2.8,14.2,56.2,51.5,52.8,18.5,0.00,19.02,0.12,0.13,30.05,
"2022-05-25",48.0,55.0,67.1,47.1,76.6,0.36,E,2.9,11.4,56.4,53.4,54.1,18.7,0.02,14.91,0.11,0.13,29.97,
"2022-05-26",45.7,59.4,72.7,49.3,71.7,0.11,SE,2.9,16.4,59.1,53.4,54.7,18.7,0.00,17.57,0.13,0.15,29.90,
"2022-05-27",45.8,56.5,63.6,49.5,78.4,0.26,SE,4.1,17.8,58.0,55.5,55.9,18.6,0.14,9.67,0.08,0.09,29.85,
"2022-05-28",39.3,52.3,62.8,42.3,71.4,0.15,SE,3.7,12.4,57.0,53.8,55.0,18.5,0.00,16.93,0.11,0.13,29.77,
"2022-05-29",45.2,55.1,66.8,46.0,74.0,0.09,W,3.3,14.6,58.1,54.2,55.2,18.4,0.01,16.86,0.12,0.14,29.74,
"2022-05-30",48.2,55.1,67.6,50.6,86.0,0.57,NW,2.1,11.7,59.1,54.9,55.9,18.3,0.06,16.38,0.11,0.12,30.03,
"2022-05-31",42.2,57.0,72.1,42.8,66.2,0.39,NW,2.4,11.7,59.2,54.9,56.2,18.1,0.00,24.17,0.16,0.19,30.17,
"2022-06-01",40.2,59.5,75.5,44.1,61.1,0.08,NW,3.5,13.5,60.6,54.7,56.4,17.8,0.00,25.01,0.18,0.22,30.09,
"2022-06-02",54.4,64.4,76.7,50.6,63.3,0.01,NW,4.6,16.0,63.2,57.0,58.1,17.4,0.00,21.72,0.18,0.23,29.93,
"2022-06-03",55.5,60.3,69.0,56.5,88.0,0.60,SE,2.8,22.5,62.6,58.3,59.0,17.1,0.60,13.61,0.10,0.12,29.81,
"2022-06-04",53.0,56.2,59.8,53.4,90.3,0.91,SE,3.4,12.8,60.7,58.2,58.8,17.0,0.25,10.91,0.07,0.08,29.83,
"2022-06-05",46.7,54.3,67.0,51.8,91.8,0.86,S,2.0,16.4,59.6,57.1,58.0,17.4,0.53,14.04,0.10,0.11,29.78,
"2022-06-06",45.6,57.1,69.5,47.2,73.1,0.45,SE,3.0,16.4,60.9,56.8,58.0,18.8,0.00,24.78,0.16,0.18,29.98,
"2022-06-07",40.4,58.7,74.4,47.0,69.3,0.30,SE,2.2,11.4,61.9,56.7,58.2,19.2,0.00,27.49,0.17,0.19,30.06,
"2022-06-08",47.0,61.5,73.6,50.4,70.4,0.17,S,2.7,13.9,62.5,58.4,59.2,19.1,0.01,16.79,0.13,0.15,29.95,
"2022-06-09",43.8,54.2,65.1,49.0,83.5,0.60,NW,2.6,9.6,58.9,57.6,58.4,18.9,0.16,9.88,0.08,0.09,29.97,
"2022-06-10",51.5,59.9,70.3,54.4,83.7,0.57,E,3.2,12.4,61.6,57.3,58.2,18.8,0.16,14.79,0.11,0.13,29.94,
"2022-06-11",51.8,63.1,74.8,51.7,69.8,0.18,S,3.3,15.3,63.5,58.7,59.5,18.8,0.00,22.01,0.16,0.19,29.85,
"2022-06-12",51.9,61.0,68.3,49.0,67.5,0.13,SE,2.7,11.0,62.8,59.0,60.0,18.6,0.00,21.96,0.15,0.17,29.71,
"2022-06-13",48.7,50.7,55.9,49.0,93.8,0.88,E,4.0,14.2,58.8,57.7,58.8,19.0,1.09,7.10,0.05,0.06,29.79,
"2022-06-14",44.4,50.1,56.1,45.5,84.3,0.76,SE,3.7,13.5,56.9,56.2,56.7,22.3,0.05,8.85,0.06,0.07,29.95,
"2022-06-15",38.7,55.2,69.1,46.1,74.5,0.38,SE,3.1,12.8,58.4,54.9,56.2,22.2,0.00,24.84,0.15,0.17,30.01,
"2022-06-16",47.6,61.0,73.4,51.7,73.9,0.32,N,3.5,14.2,61.6,56.6,57.7,21.7,0.00,20.00,0.15,0.17,29.85,
"2022-06-17",54.3,62.1,71.5,52.2,70.9,0.03,NW,5.0,18.9,61.1,58.3,59.0,21.1,0.01,14.53,0.13,0.17,29.72,
"2022-06-18",52.6,57.1,64.6,53.2,87.6,0.50,NE,2.6,15.3,60.3,58.4,58.9,20.9,0.47,10.20,0.08,0.09,29.88,
