Details for  Ephrata; May 16, 2008 to December 31, 2008
DATE,MIN_AIR_TEMP,AIR_TEMP,MAX_AIR_TEMP,DEWPOINT,REL_HUMIDITY,SOIL_TEMP_2_IN,MIN_SOIL_TEMP_8_IN,AVG_SOIL_TEMP_8_IN,PRECIP,SOLAR_RAD,ET_GRASS,ET_ALFALFA,
"2008-06-06",41.2,50.7,60.8,39.4,66.4,NA,63.7,64.8,0.00,18.53,0.13,0.18,
"2008-06-07",39.3,56.7,69.3,37.1,51.1,NA,62.6,64.8,0.00,29.51,0.21,0.29,
"2008-06-08",41.3,59.2,73.6,39.9,51.4,NA,64.9,67.1,0.00,28.04,0.21,0.27,
"2008-06-09",43.1,58.0,70.8,39.0,51.0,NA,66.8,68.5,0.00,26.44,0.21,0.29,
"2008-06-10",40.3,50.3,62.6,36.7,61.1,NA,65.6,67.0,0.02,19.35,0.15,0.21,
"2008-06-11",50.3,59.3,69.0,40.4,50.4,NA,64.9,66.5,0.00,25.02,0.22,0.31,
"2008-06-12",45.9,64.0,78.3,42.3,47.0,NA,65.9,68.2,0.00,30.70,0.24,0.32,
"2008-06-13",53.0,65.9,79.7,43.5,46.0,NA,68.9,71.1,0.00,31.04,0.27,0.36,
"2008-06-14",43.1,62.2,77.4,38.2,45.5,NA,69.8,72.1,0.00,31.26,0.23,0.29,
"2008-06-15",45.1,65.0,81.6,40.6,47.2,NA,70.7,73.1,0.00,30.63,0.23,0.28,
"2008-06-16",47.0,66.9,84.2,44.0,47.8,NA,71.7,74.1,0.00,30.97,0.25,0.31,
"2008-06-17",47.3,63.1,77.0,39.8,45.3,NA,72.7,74.8,0.00,31.29,0.26,0.34,
"2008-06-18",43.3,59.6,76.1,39.0,50.7,NA,71.8,74.1,0.00,30.60,0.22,0.28,
"2008-06-19",43.3,62.6,79.3,41.2,50.0,NA,71.8,74.0,0.00,28.22,0.22,0.29,
"2008-06-20",47.3,70.9,89.4,47.7,49.2,NA,72.6,74.9,0.00,26.40,0.23,0.29,
"2008-06-21",57.1,68.9,85.6,54.8,62.5,NA,74.5,75.8,0.00,13.78,0.16,0.21,
"2008-06-22",50.4,64.3,78.1,46.5,55.3,NA,73.1,74.8,0.00,26.65,0.22,0.28,
"2008-06-23",44.0,61.8,73.6,44.5,55.5,NA,72.6,74.4,0.00,21.99,0.16,0.20,
"2008-06-24",47.3,64.2,80.0,42.8,49.1,NA,72.4,74.5,0.00,30.70,0.24,0.32,
"2008-06-25",48.9,66.4,82.9,43.7,47.6,NA,73.6,75.8,0.00,29.50,0.24,0.30,
"2008-06-26",54.5,67.4,81.9,43.9,44.4,NA,74.6,76.6,0.00,29.79,0.29,0.39,
"2008-06-27",50.7,71.1,86.3,49.4,50.0,NA,75.3,77.6,0.00,30.42,0.25,0.31,
"2008-06-28",53.0,77.1,94.9,54.4,49.3,NA,77.0,79.4,0.00,30.40,0.26,0.33,
"2008-06-29",57.4,80.4,99.9,57.7,49.9,NA,79.1,81.4,0.00,29.66,0.28,0.35,
"2008-06-30",67.3,83.5,101.5,59.5,48.7,NA,81.6,83.5,0.00,26.20,0.27,0.35,
"2008-07-01",64.1,79.9,92.9,59.3,51.2,NA,82.8,84.6,0.00,27.78,0.27,0.34,
"2008-07-02",64.2,78.9,94.0,59.4,53.5,NA,82.5,84.5,0.00,26.93,0.26,0.32,
"2008-07-03",67.3,80.4,93.4,61.9,55.2,NA,83.2,85.0,0.00,26.16,0.26,0.33,
"2008-07-04",56.9,67.7,78.6,57.4,70.3,NA,81.5,83.4,0.03,14.71,0.15,0.20,
"2008-07-05",53.6,69.8,83.8,52.1,56.4,NA,78.2,80.3,0.00,28.05,0.24,0.31,
"2008-07-06",56.0,68.8,83.7,48.2,52.0,NA,79.1,81.0,0.00,28.08,0.25,0.33,
"2008-07-07",51.5,71.2,88.5,46.6,45.4,NA,78.9,81.0,0.00,29.16,0.30,0.41,
"2008-07-08",57.3,75.7,90.1,49.4,42.9,NA,79.6,81.8,0.00,28.83,0.27,0.36,
"2008-07-09",56.5,77.0,95.1,49.9,42.1,NA,80.8,83.0,0.00,29.53,0.29,0.38,
"2008-07-10",51.5,68.5,83.6,41.6,41.1,NA,81.6,83.4,0.00,29.53,0.29,0.40,
"2008-07-11",42.0,64.6,80.1,38.9,44.5,NA,79.1,81.4,0.00,29.37,0.21,0.27,
"2008-07-12",47.8,70.9,89.1,42.8,42.1,NA,79.0,81.2,0.00,29.50,0.25,0.33,
"2008-07-13",55.7,77.5,96.0,44.8,37.1,NA,80.2,82.5,0.00,29.41,0.29,0.39,
"2008-07-14",54.9,74.9,92.7,49.0,44.3,NA,81.3,83.4,0.00,27.58,0.30,0.41,
"2008-07-15",59.0,75.6,92.8,44.3,36.4,NA,81.9,83.9,0.00,28.25,0.29,0.40,
"2008-07-16",55.3,73.8,88.2,46.8,42.1,NA,82.1,84.1,0.00,29.18,0.27,0.36,
"2008-07-17",55.0,72.4,88.4,44.7,41.4,NA,81.9,83.9,0.00,28.72,0.28,0.39,
"2008-07-18",53.4,71.1,85.9,42.1,38.7,NA,81.4,83.4,0.00,29.14,0.29,0.40,
"2008-07-19",53.6,71.4,87.2,45.9,45.4,NA,81.1,83.2,0.00,28.67,0.25,0.32,
"2008-07-20",51.7,73.8,92.1,47.2,45.3,NA,81.3,83.5,0.00,28.82,0.26,0.33,
"2008-07-21",55.4,75.8,94.0,49.5,45.2,NA,81.8,84.0,0.00,28.24,0.28,0.37,
"2008-07-22",56.8,71.7,84.2,52.1,52.1,NA,82.6,84.1,0.00,24.94,0.26,0.35,
"2008-07-23",50.2,66.8,81.0,48.8,55.4,NA,80.7,82.8,0.00,27.56,0.22,0.28,
"2008-07-24",52.2,70.3,85.4,49.1,51.6,NA,80.6,82.7,0.00,27.92,0.22,0.28,
"2008-07-25",53.0,74.6,91.3,48.5,46.2,NA,81.3,83.3,0.00,24.97,0.23,0.30,
"2008-07-26",59.0,73.3,86.7,48.9,44.7,NA,82.0,83.6,0.00,25.00,0.27,0.38,
"2008-07-27",55.9,69.7,80.9,49.8,51.9,NA,81.4,83.2,0.00,27.33,0.24,0.32,
"2008-07-28",52.0,68.1,82.0,48.0,52.5,NA,80.6,82.6,0.00,27.69,0.22,0.28,
"2008-07-29",49.8,65.4,77.5,50.1,59.8,NA,80.3,81.5,0.00,16.79,0.17,0.22,
"2008-07-30",51.6,63.5,76.8,42.5,50.6,NA,77.9,79.8,0.00,27.88,0.23,0.30,
"2008-07-31",44.9,66.8,85.0,43.3,48.5,NA,77.7,79.9,0.00,27.56,0.24,0.32,
"2008-08-01",61.8,71.0,84.9,51.0,50.9,NA,79.4,81.6,0.00,23.24,0.27,0.38,
"2008-08-02",59.8,69.2,81.4,47.9,50.0,NA,78.2,81.7,0.00,26.55,0.27,0.37,
"2008-08-03",50.1,68.0,84.3,48.9,55.2,NA,78.9,82.5,0.00,23.69,0.19,0.23,
"2008-08-04",53.1,72.0,91.5,49.4,50.5,NA,79.2,82.0,0.00,24.20,0.21,0.27,
"2008-08-05",51.6,75.0,94.8,46.5,42.5,NA,80.1,82.4,0.00,26.26,0.23,0.30,
"2008-08-06",55.0,75.7,95.0,49.9,44.1,NA,81.1,82.9,0.00,17.36,0.21,0.30,
"2008-08-07",56.5,75.5,93.4,53.3,49.8,NA,80.7,82.4,0.00,21.29,0.22,0.29,
"2008-08-08",61.4,75.0,92.9,56.6,55.9,NA,81.3,83.0,0.00,20.02,0.22,0.29,
"2008-08-09",56.1,67.9,81.0,53.1,61.4,NA,81.2,82.5,0.05,19.12,0.19,0.25,
"2008-08-10",51.0,63.2,77.2,45.5,55.2,NA,78.2,80.0,0.00,23.44,0.20,0.26,
"2008-08-11",48.0,65.4,80.8,47.8,56.0,NA,77.6,79.7,0.00,25.83,0.20,0.25,
"2008-08-12",50.4,70.4,85.8,51.2,54.0,NA,78.3,80.2,0.00,20.56,0.19,0.25,
"2008-08-13",58.2,74.1,88.0,53.7,51.6,NA,79.5,81.4,0.00,24.66,0.22,0.29,
"2008-08-14",59.1,78.4,94.2,53.4,46.3,NA,80.5,82.7,0.00,24.55,0.23,0.30,
"2008-08-15",63.2,82.2,99.6,53.6,41.1,NA,82.2,84.3,0.00,24.27,0.25,0.33,
"2008-08-16",59.5,81.0,100.1,54.7,47.0,NA,83.3,85.4,0.00,23.69,0.23,0.29,
"2008-08-17",61.8,82.1,102.4,56.7,46.7,NA,84.2,86.2,0.00,22.36,0.24,0.32,
"2008-08-18",62.3,77.9,91.1,57.1,52.7,NA,85.3,86.6,0.03,18.58,0.24,0.34,
"2008-08-19",58.6,67.1,79.0,57.2,73.8,NA,82.1,83.6,0.03,17.41,0.16,0.20,
"2008-08-20",56.7,65.9,76.7,56.4,73.3,NA,79.6,80.8,0.03,16.75,0.15,0.20,
"2008-08-21",48.8,61.0,73.3,45.8,60.6,NA,77.0,78.4,0.01,20.32,0.18,0.25,
"2008-08-22",45.8,60.8,75.9,45.4,61.1,NA,74.8,76.9,0.00,22.11,0.15,0.19,
"2008-08-23",48.2,66.2,85.1,47.1,54.6,NA,75.3,77.4,0.00,22.73,0.18,0.24,
"2008-08-24",48.9,67.9,86.5,49.8,57.0,NA,76.2,78.1,0.00,18.65,0.18,0.25,
"2008-08-25",51.5,62.5,73.9,49.7,65.6,NA,76.7,77.7,0.11,15.15,0.15,0.20,
"2008-08-26",43.9,59.8,72.9,40.8,53.4,NA,72.8,74.8,0.00,22.19,0.17,0.23,
"2008-08-27",52.7,62.8,73.0,45.3,55.3,NA,73.7,75.2,0.00,21.94,0.20,0.28,
"2008-08-28",51.0,65.7,80.2,52.5,64.8,NA,73.4,75.3,0.00,18.62,0.15,0.19,
"2008-08-29",52.9,69.0,85.6,54.3,63.1,NA,74.7,76.6,0.00,22.20,0.20,0.26,
"2008-08-30",49.6,61.6,74.6,37.4,43.6,NA,75.3,77.1,0.00,22.57,0.20,0.29,
"2008-08-31",48.6,58.8,73.2,37.1,46.6,NA,73.7,75.6,0.00,21.34,0.20,0.29,
"2008-09-01",45.4,59.3,72.0,38.7,49.4,NA,73.0,74.8,0.00,22.21,0.18,0.25,
"2008-09-02",39.9,57.8,71.8,41.2,58.5,NA,72.1,74.0,0.00,19.61,0.13,0.17,
"2008-09-03",43.9,61.7,77.5,42.0,53.1,NA,72.0,74.0,0.00,21.45,0.15,0.19,
"2008-09-04",49.9,65.0,79.1,44.1,50.9,NA,73.2,75.1,0.00,21.04,0.17,0.22,
"2008-09-05",50.7,65.5,80.9,48.1,56.4,NA,73.7,75.5,0.00,18.94,0.18,0.26,
"2008-09-06",55.9,66.1,79.2,49.7,57.6,NA,74.0,75.7,0.00,16.45,0.14,0.18,
"2008-09-07",54.4,67.5,78.7,43.5,43.2,NA,74.7,76.3,0.00,20.98,0.19,0.26,
"2008-09-08",44.2,62.9,80.9,42.9,53.4,NA,73.8,75.8,0.00,20.70,0.15,0.19,
"2008-09-09",45.4,64.8,84.0,41.8,49.1,NA,73.5,75.5,0.00,20.25,0.18,0.26,
"2008-09-10",50.3,64.6,79.4,37.1,38.5,NA,73.9,75.7,0.00,20.38,0.19,0.28,
"2008-09-11",45.0,62.5,81.0,41.5,51.1,NA,73.0,75.0,0.00,19.97,0.15,0.20,
"2008-09-12",44.7,66.4,85.8,42.0,45.4,NA,73.1,75.1,0.00,19.58,0.20,0.28,
"2008-09-13",49.0,65.3,79.6,35.7,36.0,NA,74.2,75.8,0.00,19.90,0.19,0.29,
"2008-09-14",40.6,61.3,82.0,39.4,51.2,NA,72.7,74.8,0.00,19.77,0.14,0.20,
"2008-09-15",44.0,64.0,85.7,41.8,50.8,NA,72.3,74.4,0.00,19.52,0.14,0.19,
"2008-09-16",45.1,65.0,87.0,43.5,51.3,NA,72.4,74.4,0.00,18.29,0.15,0.20,
"2008-09-17",47.9,67.9,90.8,47.0,52.4,NA,72.6,74.6,0.00,17.32,0.15,0.20,
"2008-09-18",47.9,66.2,85.2,46.2,54.5,NA,73.1,74.8,0.00,16.96,0.14,0.20,
"2008-09-19",50.0,67.2,87.2,49.1,56.6,NA,73.1,74.7,0.00,14.10,0.13,0.18,
"2008-09-20",56.7,63.6,68.3,47.5,55.9,NA,73.1,74.3,0.00,4.31,0.10,0.15,
"2008-09-21",50.3,60.0,71.6,42.2,52.8,NA,70.9,71.7,0.00,9.15,0.13,0.20,
"2008-09-22",38.0,52.4,64.0,33.6,53.3,NA,68.5,69.8,0.00,16.42,0.13,0.19,
"2008-09-23",32.3,48.8,62.6,32.0,56.3,NA,65.8,67.6,0.00,16.33,0.09,0.12,
"2008-09-24",41.3,53.9,65.6,39.0,59.7,NA,65.9,67.2,0.00,11.12,0.08,0.11,
"2008-09-25",41.0,56.9,71.9,41.7,60.4,NA,65.9,67.4,0.00,16.16,0.11,0.16,
"2008-09-26",39.2,52.7,69.1,42.1,70.0,NA,65.8,67.1,0.00,12.69,0.09,0.13,
"2008-09-27",38.3,56.5,76.5,43.5,66.2,NA,64.7,66.5,0.00,16.47,0.10,0.14,
"2008-09-28",38.3,57.6,78.8,40.7,58.5,NA,65.4,67.3,0.00,16.62,0.12,0.16,
"2008-09-29",41.1,59.7,83.2,40.0,54.1,NA,65.7,67.6,0.00,16.67,0.12,0.17,
"2008-09-30",45.5,61.6,83.8,43.5,56.5,NA,66.2,67.9,0.00,14.17,0.12,0.16,
"2008-10-01",47.4,64.3,82.6,48.7,60.9,NA,67.2,68.8,0.00,13.05,0.11,0.15,
"2008-10-02",53.4,60.1,67.4,53.5,78.8,NA,68.1,68.9,0.01,4.62,0.05,0.07,
"2008-10-03",46.4,57.0,69.0,52.4,86.5,NA,65.6,66.7,0.22,8.35,0.06,0.09,
"2008-10-04",48.1,57.3,66.8,49.4,76.7,NA,65.4,66.0,0.01,11.62,0.09,0.12,
"2008-10-05",40.4,51.2,64.4,38.6,64.1,NA,61.4,62.8,0.00,9.49,0.08,0.11,
"2008-10-06",43.4,51.6,61.6,46.1,82.6,NA,60.7,61.8,0.00,7.79,0.05,0.07,
"2008-10-07",37.9,52.7,63.0,38.4,62.9,NA,61.1,62.4,0.01,14.84,0.10,0.15,
"2008-10-08",35.5,46.7,60.0,33.0,64.4,NA,58.8,60.9,0.00,14.77,0.08,0.11,
"2008-10-09",35.5,44.1,57.9,31.6,64.5,NA,58.2,59.7,0.00,9.88,0.07,0.09,
"2008-10-10",34.9,46.7,58.3,22.3,40.6,NA,56.9,58.4,0.00,13.91,0.12,0.19,
"2008-10-11",33.1,46.1,58.3,21.7,40.4,NA,55.4,57.1,0.00,14.23,0.11,0.18,
"2008-10-12",30.8,43.7,58.7,27.4,54.8,NA,54.4,56.0,0.00,10.38,0.07,0.11,
"2008-10-13",35.1,50.1,67.5,36.5,60.6,NA,54.3,56.1,0.00,12.16,0.10,0.15,
"2008-10-14",39.8,50.6,62.9,30.5,47.9,NA,56.8,58.2,0.00,12.46,0.10,0.16,
"2008-10-15",29.0,44.6,57.8,28.8,57.0,NA,55.2,57.0,0.00,12.57,0.06,0.09,
"2008-10-16",42.0,49.2,61.0,39.6,71.5,NA,56.3,57.5,0.01,10.11,0.06,0.08,
"2008-10-17",41.2,51.7,60.8,43.3,74.0,NA,56.7,58.0,0.00,9.30,0.05,0.07,
"2008-10-18",41.9,52.0,67.4,33.0,58.4,NA,57.4,58.5,0.00,10.22,0.09,0.14,
"2008-10-19",33.3,48.7,64.1,31.2,54.2,NA,55.5,57.2,0.00,11.57,0.06,0.09,
"2008-10-20",37.2,46.1,59.3,34.2,65.3,NA,55.3,56.3,0.00,7.34,0.08,0.12,
"2008-10-21",35.1,46.1,59.2,28.4,52.9,NA,53.8,55.4,0.00,12.19,0.08,0.13,
"2008-10-22",29.1,41.4,58.2,27.1,60.5,NA,53.1,54.7,0.00,11.93,0.06,0.10,
"2008-10-23",27.8,41.3,60.5,28.6,64.7,NA,51.7,53.4,0.00,10.80,0.06,0.09,
"2008-10-24",27.1,43.6,59.9,31.5,65.3,NA,51.3,53.0,0.00,10.17,0.05,0.08,
"2008-10-25",36.0,51.4,66.4,33.6,53.2,NA,53.7,54.7,0.00,9.11,0.09,0.15,
"2008-10-26",29.0,43.3,58.9,21.5,47.7,NA,51.9,53.5,0.00,10.75,0.07,0.12,
"2008-10-27",30.4,43.4,61.5,25.5,53.0,NA,50.7,52.3,0.00,10.63,0.05,0.09,
"2008-10-28",28.9,42.6,59.2,28.3,60.8,NA,50.5,51.9,0.00,8.51,0.04,0.07,
"2008-10-29",24.8,39.5,55.4,29.3,69.6,NA,49.7,51.1,0.00,8.62,0.04,0.06,
"2008-10-30",29.6,44.9,62.7,35.6,73.2,NA,49.1,50.5,0.01,6.82,0.04,0.06,
"2008-10-31",40.7,48.3,55.1,44.1,85.9,NA,51.7,52.0,0.01,3.30,0.03,0.04,
"2008-11-01",34.4,46.4,56.4,44.5,93.5,NA,50.3,51.2,0.05,3.55,0.02,0.03,
"2008-11-02",38.0,47.0,60.9,42.9,86.7,NA,51.0,51.7,0.02,5.79,0.04,0.06,
"2008-11-03",33.9,42.0,49.6,39.1,89.7,NA,49.6,50.4,0.09,4.03,0.03,0.04,
"2008-11-04",30.4,41.4,47.7,37.0,85.0,NA,48.7,49.6,0.21,3.43,0.02,0.03,
"2008-11-05",27.2,37.8,49.1,30.9,77.8,NA,45.4,46.7,0.00,9.13,0.03,0.05,
"2008-11-06",37.0,38.8,40.7,36.8,92.6,NA,45.9,46.3,0.09,2.01,0.01,0.02,
"2008-11-07",39.2,41.9,44.8,40.9,96.2,NA,46.1,46.5,0.00,1.36,0.01,0.01,
"2008-11-08",42.1,44.8,48.2,44.3,98.2,NA,47.1,47.7,0.07,2.13,0.01,0.01,
"2008-11-09",42.0,45.8,53.4,43.5,92.4,NA,48.2,48.8,0.01,4.24,0.02,0.03,
"2008-11-10",37.5,43.9,57.8,41.7,92.8,NA,48.1,48.9,0.00,6.47,0.03,0.05,
"2008-11-11",38.0,44.2,52.4,42.9,95.3,NA,47.1,47.9,0.08,4.50,0.02,0.03,
"2008-11-12",42.5,50.5,63.9,45.7,84.9,NA,48.1,49.1,0.00,6.71,0.05,0.09,
"2008-11-13",30.7,42.5,55.2,31.3,68.4,NA,47.1,48.4,0.00,8.54,0.05,0.09,
"2008-11-14",24.6,35.6,48.1,28.6,77.3,NA,43.6,44.8,0.00,5.49,0.02,0.04,
"2008-11-15",29.0,37.5,49.0,32.1,82.2,NA,42.4,43.7,0.00,7.37,0.02,0.03,
"2008-11-16",27.3,35.1,43.9,32.6,92.0,NA,42.1,43.1,0.00,3.85,0.01,0.02,
"2008-11-17",31.5,37.8,49.1,35.5,92.3,NA,41.6,42.6,0.00,4.24,0.02,0.03,
"2008-11-18",29.0,33.9,41.2,33.9,100.0,NA,41.4,42.2,0.00,3.08,0.01,0.01,
"2008-11-19",39.7,45.4,51.3,25.6,46.6,NA,41.2,42.0,0.00,4.46,0.07,0.12,
"2008-11-20",33.4,42.0,46.6,28.8,61.3,NA,42.9,43.2,0.00,2.35,0.05,0.08,
"2008-11-21",31.3,39.6,51.1,31.9,75.4,NA,40.9,42.2,0.00,5.76,0.03,0.06,
"2008-11-22",26.4,38.0,51.2,29.3,72.9,NA,41.4,42.5,0.00,5.46,0.04,0.06,
"2008-11-23",20.9,32.2,45.7,26.7,82.5,NA,39.4,40.5,0.00,6.82,0.02,0.04,
"2008-11-24",25.3,32.2,43.4,26.8,82.6,NA,38.2,39.1,0.00,6.12,0.01,0.03,
"2008-11-25",22.9,30.6,41.3,26.9,88.2,NA,37.4,38.0,0.00,5.02,0.01,0.02,
"2008-11-26",20.0,25.5,30.6,24.3,98.8,NA,37.2,37.5,0.00,2.58,0.01,0.01,
"2008-11-27",17.6,25.7,30.6,24.4,98.4,NA,36.1,36.5,0.00,2.18,0.01,0.01,
"2008-11-28",30.1,31.6,33.5,31.5,100.0,NA,36.1,36.4,0.00,1.30,0.00,0.00,
"2008-11-29",31.1,35.4,40.2,34.0,94.6,NA,37.0,37.7,0.00,2.91,0.01,0.01,
"2008-11-30",36.0,38.5,41.6,36.6,93.1,NA,39.2,39.7,0.00,2.44,0.01,0.02,
"2008-12-01",36.9,38.4,40.1,38.2,99.1,NA,40.8,41.0,0.00,1.34,0.00,0.01,
"2008-12-02",31.2,39.0,48.0,33.7,83.5,NA,40.9,41.6,0.03,4.43,0.02,0.03,
"2008-12-03",27.8,35.0,44.0,21.2,58.5,NA,39.8,40.5,0.00,3.85,0.03,0.05,
"2008-12-04",21.1,30.0,41.6,18.3,64.6,NA,37.0,37.8,0.00,6.39,0.02,0.03,
"2008-12-05",24.5,29.4,31.5,25.6,87.4,NA,36.0,36.3,0.00,1.05,0.01,0.01,
"2008-12-06",24.0,32.4,41.4,27.8,85.0,NA,35.8,36.2,0.00,5.19,0.01,0.02,
"2008-12-07",23.4,33.6,46.7,30.0,88.3,NA,35.8,36.2,0.00,2.44,0.03,0.04,
"2008-12-08",28.8,36.9,49.8,28.5,73.6,NA,35.9,36.5,0.00,5.25,0.03,0.05,
"2008-12-09",27.7,32.3,35.7,31.1,95.7,NA,36.2,36.5,0.06,1.49,0.01,0.01,
"2008-12-10",28.0,34.2,45.1,32.1,92.7,NA,36.2,36.8,0.00,5.79,0.01,0.02,
"2008-12-11",20.8,27.7,34.2,27.1,99.5,NA,35.9,36.4,0.00,3.45,0.00,0.01,
"2008-12-12",22.7,27.0,29.4,26.7,100.0,NA,35.0,35.3,0.00,0.82,0.00,0.00,
"2008-12-13",15.5,25.3,31.4,23.6,96.8,NA,34.8,34.9,0.00,1.28,0.00,0.00,
"2008-12-14",2.6,11.1,15.3,2.1,74.2,NA,33.2,34.1,0.00,4.38,0.02,0.03,
"2008-12-15",9.1,11.4,14.6,-0.1,65.8,NA,29.4,31.2,0.00,3.06,0.03,0.04,
"2008-12-16",1.1,8.2,17.4,-4.3,64.2,NA,26.3,27.4,0.00,6.10,0.02,0.03,
"2008-12-17",2.7,10.1,14.7,2.3,78.6,NA,24.5,25.3,0.00,2.90,0.01,0.02,
"2008-12-18",12.4,16.4,22.2,9.9,81.8,NA,25.6,26.3,0.00,3.49,0.01,0.02,
"2008-12-19",0.4,9.9,15.7,-3.5,60.9,NA,25.8,26.7,0.00,6.33,0.02,0.03,
"2008-12-20",1.0,5.7,10.2,-9.0,57.9,NA,23.1,23.9,0.00,5.58,0.02,0.03,
"2008-12-21",7.2,13.4,17.8,6.9,82.8,NA,23.5,24.0,0.00,2.41,0.02,0.02,
"2008-12-22",-0.8,11.6,21.3,5.4,84.6,NA,25.1,25.9,0.00,6.04,0.00,0.01,
"2008-12-23",7.1,12.2,14.2,7.1,88.3,NA,26.5,26.6,0.00,2.31,0.01,0.01,
"2008-12-24",13.3,15.8,20.2,10.6,86.9,NA,27.0,27.4,0.00,1.35,0.01,0.01,
"2008-12-25",1.2,15.0,28.7,8.9,84.3,NA,27.9,28.2,0.05,3.59,0.01,0.02,
"2008-12-26",-4.0,5.7,13.3,-0.6,84.9,NA,28.0,28.2,0.00,2.82,0.01,0.01,
"2008-12-27",8.4,16.1,28.0,10.5,85.9,NA,28.0,28.2,0.00,4.77,0.01,0.02,
"2008-12-28",10.3,24.8,40.5,20.1,86.8,NA,28.4,28.6,0.20,6.47,0.01,0.03,
"2008-12-29",21.9,27.8,35.5,24.8,91.1,NA,29.2,29.6,0.05,3.95,0.02,0.03,
"2008-12-30",17.1,25.3,33.9,20.6,86.0,NA,30.0,30.3,0.00,4.95,0.02,0.03,
"2008-12-31",15.1,28.5,40.0,21.6,79.1,NA,30.5,30.6,0.07,2.69,0.03,0.05,

