Details for  Ephrata; January 01, 2015 to December 31, 2015
DATE,MIN_AIR_TEMP,AIR_TEMP,MAX_AIR_TEMP,DEWPOINT,REL_HUMIDITY,SOIL_TEMP_2_IN,MIN_SOIL_TEMP_8_IN,AVG_SOIL_TEMP_8_IN,PRECIP,SOLAR_RAD,ET_GRASS,ET_ALFALFA,
"2015-02-24",27.5,35.5,46.8,24.7,66.9,38.6,38.5,40.7,0.01,9.74,0.05,0.08,
"2015-02-25",25.7,41.6,55.0,29.9,65.7,40.8,37.6,40.4,0.00,10.40,0.06,0.08,
"2015-02-26",35.2,43.8,53.0,34.0,69.6,45.3,41.1,43.1,0.00,9.06,0.05,0.08,
"2015-02-27",38.2,43.2,51.3,32.7,67.8,43.9,41.8,43.4,0.00,8.26,0.08,0.13,
"2015-02-28",28.4,39.9,50.7,20.2,47.4,43.1,40.6,43.3,0.00,14.55,0.09,0.14,
"2015-03-01",18.6,34.9,50.0,19.8,57.6,38.7,38.8,41.2,0.00,10.70,0.06,0.10,
"2015-03-02",34.4,41.5,49.6,22.8,47.7,41.0,40.1,41.5,0.00,6.38,0.10,0.15,
"2015-03-03",26.2,36.8,46.8,11.3,36.0,41.9,38.5,41.7,0.00,15.15,0.08,0.13,
"2015-03-04",20.0,35.2,51.7,18.7,55.1,41.2,38.3,41.5,0.00,15.03,0.08,0.11,
"2015-03-05",26.4,40.7,54.7,25.7,57.6,44.5,39.1,42.6,0.00,13.26,0.07,0.10,
"2015-03-06",31.2,44.2,60.7,31.3,63.4,48.2,41.3,44.6,0.00,12.94,0.08,0.11,
"2015-03-07",31.1,47.4,65.4,34.0,63.3,50.5,42.6,46.6,0.00,15.25,0.08,0.12,
"2015-03-08",30.6,47.8,66.3,33.9,62.9,51.5,44.1,48.2,0.00,15.66,0.09,0.13,
"2015-03-09",31.3,49.8,72.4,32.5,57.5,53.5,45.7,49.7,0.00,15.98,0.12,0.17,
"2015-03-10",28.8,48.9,64.8,30.7,52.8,52.0,46.2,50.0,0.00,14.26,0.09,0.13,
"2015-03-11",45.2,54.0,65.7,42.0,64.9,53.3,48.9,50.7,0.01,8.31,0.09,0.14,
"2015-03-12",40.5,54.1,68.3,38.2,58.7,54.7,48.1,51.3,0.00,15.63,0.12,0.18,
"2015-03-13",36.8,51.4,66.0,38.4,63.4,53.5,48.6,51.5,0.00,12.00,0.09,0.13,
"2015-03-14",47.4,56.1,69.5,45.1,68.8,55.1,50.6,52.3,0.01,8.30,0.12,0.18,
"2015-03-15",42.9,47.8,51.5,45.5,92.1,49.2,49.6,51.2,0.42,3.16,0.02,0.03,
"2015-03-16",33.9,45.9,57.3,38.0,76.4,48.2,45.2,48.7,0.00,17.16,0.08,0.10,
"2015-03-17",42.1,48.1,54.9,40.9,76.6,48.2,47.1,48.8,0.01,7.72,0.06,0.08,
"2015-03-18",35.5,49.2,63.3,36.0,64.5,51.6,45.5,49.8,0.00,17.87,0.11,0.15,
"2015-03-19",36.7,47.1,59.7,39.9,77.5,49.5,47.4,50.2,0.00,10.54,0.07,0.10,
"2015-03-20",38.2,48.2,55.9,43.2,83.5,48.9,47.4,49.5,0.00,7.39,0.05,0.06,
"2015-03-21",43.0,53.4,64.0,38.2,60.1,55.6,48.5,51.6,0.00,18.24,0.14,0.20,
"2015-03-22",33.2,44.5,55.7,36.1,73.6,48.4,47.7,50.3,0.00,9.46,0.06,0.09,
"2015-03-23",37.2,48.0,58.7,36.5,67.0,51.9,47.6,50.6,0.00,14.79,0.10,0.14,
"2015-03-24",38.1,45.5,57.9,37.9,76.4,48.2,47.9,49.9,0.37,10.81,0.08,0.11,
"2015-03-25",39.7,47.2,53.7,43.3,86.4,47.2,46.5,48.0,0.01,6.92,0.05,0.06,
"2015-03-26",44.2,54.6,67.5,49.4,84.2,57.3,47.6,51.4,0.00,17.60,0.10,0.12,
"2015-03-27",41.2,58.1,72.5,49.8,75.9,62.0,51.3,56.0,0.00,19.10,0.12,0.15,
"2015-03-28",45.5,55.5,64.1,37.4,51.5,59.3,54.7,57.6,0.00,16.05,0.15,0.23,
"2015-03-29",39.4,52.4,66.4,40.5,67.1,56.7,52.3,55.7,0.00,14.44,0.11,0.16,
"2015-03-30",36.0,52.2,67.4,42.0,71.4,57.3,51.7,55.6,0.00,16.32,0.11,0.15,
"2015-03-31",39.6,50.9,61.4,32.4,52.4,55.9,52.7,55.5,0.00,17.34,0.14,0.21,
"2015-04-01",36.5,47.3,60.3,27.2,49.7,55.4,51.0,54.7,0.00,21.53,0.15,0.22,
"2015-04-02",31.4,46.3,59.1,26.7,49.6,55.7,50.0,54.6,0.00,20.91,0.12,0.17,
"2015-04-03",30.9,44.8,58.7,31.2,62.3,54.2,50.7,54.5,0.00,17.87,0.11,0.15,
"2015-04-04",28.7,43.6,57.6,25.1,52.9,54.6,49.2,53.9,0.00,21.72,0.12,0.16,
"2015-04-05",27.8,43.2,54.4,28.9,59.3,49.1,49.8,52.6,0.00,10.99,0.08,0.11,
"2015-04-06",38.7,42.8,49.0,38.4,85.1,47.3,49.1,50.4,0.29,9.08,0.06,0.07,
"2015-04-07",37.3,46.8,59.5,37.5,71.6,48.2,46.4,49.2,0.00,16.33,0.11,0.16,
"2015-04-08",40.3,51.8,63.1,37.0,59.2,56.0,48.0,52.3,0.00,18.51,0.12,0.17,
"2015-04-09",34.2,48.9,62.5,37.8,68.7,57.8,49.6,54.5,0.00,21.20,0.12,0.15,
"2015-04-10",34.5,49.7,62.6,35.5,63.1,54.4,51.2,54.6,0.00,13.73,0.12,0.17,
"2015-04-11",34.1,48.2,59.4,28.2,49.1,55.6,51.4,54.8,0.00,21.25,0.16,0.23,
"2015-04-12",28.8,45.1,58.2,28.1,55.4,53.6,49.4,53.5,0.00,21.76,0.13,0.18,
"2015-04-13",35.0,47.8,59.2,33.8,60.4,54.0,50.4,53.4,0.00,12.79,0.10,0.13,
"2015-04-14",39.4,49.0,58.9,23.0,37.6,55.2,51.6,54.4,0.00,22.10,0.19,0.29,
"2015-04-15",34.0,47.9,61.9,26.0,46.4,57.7,49.7,54.6,0.00,23.57,0.16,0.22,
"2015-04-16",31.9,49.5,66.3,32.0,55.4,60.8,51.5,56.8,0.00,23.45,0.14,0.18,
"2015-04-17",34.3,55.8,75.8,35.6,50.9,64.3,54.0,59.2,0.00,23.17,0.18,0.25,
"2015-04-18",47.0,60.0,71.8,30.6,34.7,66.7,57.1,61.6,0.00,23.86,0.19,0.27,
"2015-04-19",40.2,58.5,74.3,34.6,46.2,68.1,57.8,62.9,0.00,23.82,0.16,0.21,
"2015-04-20",39.7,60.3,77.8,39.2,50.5,69.5,59.4,64.3,0.00,23.41,0.17,0.22,
"2015-04-21",42.9,61.4,78.2,40.8,51.2,69.6,60.8,65.2,0.00,22.04,0.19,0.26,
"2015-04-22",39.5,53.8,65.7,26.8,37.5,66.0,61.2,64.8,0.00,24.79,0.20,0.30,
"2015-04-23",34.9,48.9,60.4,32.1,55.4,59.7,58.2,61.5,0.00,16.96,0.12,0.16,
"2015-04-24",35.5,49.1,62.4,30.8,52.8,59.8,56.6,60.2,0.00,20.67,0.15,0.20,
"2015-04-25",35.3,47.6,60.9,30.7,55.7,59.8,56.7,60.0,0.00,19.44,0.13,0.17,
"2015-04-26",32.3,48.3,63.5,31.2,55.9,61.7,54.6,59.4,0.00,24.73,0.14,0.18,
"2015-04-27",39.2,56.8,71.9,39.4,54.1,67.9,57.9,62.4,0.00,24.72,0.17,0.23,
"2015-04-28",46.6,62.6,80.5,41.5,48.8,71.2,60.6,65.1,0.00,24.54,0.22,0.31,
"2015-04-29",40.0,55.0,68.0,33.5,48.1,67.9,62.0,65.7,0.00,24.46,0.19,0.26,
"2015-04-30",38.1,55.1,70.8,35.7,52.3,67.5,60.4,64.8,0.00,24.87,0.18,0.23,
"2015-05-01",47.6,62.0,79.5,38.6,47.1,71.6,62.4,66.3,0.00,22.84,0.22,0.31,
"2015-05-02",42.5,58.5,70.4,31.8,38.3,72.3,63.4,67.6,0.00,26.63,0.19,0.24,
"2015-05-03",40.3,58.1,73.5,34.3,46.0,71.7,63.1,67.7,0.00,26.18,0.18,0.23,
"2015-05-04",40.9,60.0,80.1,36.6,46.0,71.2,63.8,68.0,0.00,25.64,0.24,0.34,
"2015-05-05",39.0,54.1,67.0,31.1,45.7,67.2,63.6,67.0,0.00,26.97,0.21,0.29,
"2015-05-06",37.7,51.4,63.6,31.6,48.8,60.7,61.7,64.1,0.00,17.07,0.15,0.21,
"2015-05-07",45.0,59.9,74.0,28.9,33.4,69.2,60.1,64.2,0.00,27.61,0.24,0.34,
"2015-05-08",49.0,63.0,77.1,32.1,33.4,71.4,63.0,66.7,0.00,27.54,0.26,0.37,
"2015-05-09",45.3,62.5,76.9,34.1,37.3,73.9,63.6,68.1,0.00,26.68,0.21,0.27,
"2015-05-10",42.0,63.2,78.2,36.5,42.1,74.0,65.4,69.4,0.00,23.50,0.19,0.25,
"2015-05-11",49.9,63.5,76.7,43.1,48.6,73.4,66.5,69.9,0.00,21.36,0.19,0.26,
"2015-05-12",52.4,56.5,62.0,50.2,80.2,63.0,65.8,67.5,0.11,10.20,0.09,0.11,
"2015-05-13",50.6,53.2,56.6,49.8,88.6,56.8,61.0,62.8,0.31,9.08,0.06,0.08,
"2015-05-14",49.8,56.5,68.0,49.8,81.0,63.8,59.2,61.9,0.00,18.94,0.13,0.15,
"2015-05-15",47.1,63.1,77.2,46.3,58.3,69.8,60.0,65.2,0.00,25.15,0.20,0.27,
"2015-05-16",55.6,66.1,79.0,47.2,52.5,74.3,64.3,69.1,0.00,26.95,0.25,0.34,
"2015-05-17",50.8,60.3,74.4,50.7,72.3,69.2,65.8,68.7,0.00,15.36,0.14,0.19,
"2015-05-18",55.8,65.6,77.2,43.4,46.9,74.5,65.3,69.6,0.00,28.62,0.25,0.33,
"2015-05-19",51.8,68.3,81.8,44.8,46.7,77.7,67.3,72.0,0.00,27.71,0.23,0.29,
"2015-05-20",56.8,69.3,81.4,43.6,42.1,76.8,69.5,73.3,0.00,26.18,0.26,0.36,
"2015-05-21",51.4,69.6,86.5,48.9,52.0,80.3,69.5,74.3,0.00,27.44,0.23,0.30,
"2015-05-22",59.1,70.6,84.8,53.4,58.0,80.2,71.8,75.8,0.03,25.24,0.24,0.31,
"2015-05-23",57.5,70.7,81.9,54.1,58.5,82.3,73.1,77.2,0.00,26.99,0.22,0.26,
"2015-05-24",54.6,68.6,82.8,51.3,56.7,80.8,73.3,77.3,0.00,25.89,0.23,0.30,
"2015-05-25",52.4,66.1,77.4,46.3,51.1,78.4,73.4,76.7,0.00,23.90,0.20,0.26,
"2015-05-26",51.9,61.9,74.2,52.5,73.1,73.9,72.1,74.5,0.02,17.36,0.14,0.17,
"2015-05-27",48.4,66.1,80.5,52.9,66.9,78.9,69.5,74.1,0.00,27.28,0.19,0.23,
"2015-05-28",52.9,70.8,86.7,54.1,60.4,83.5,72.3,76.8,0.00,28.29,0.24,0.29,
"2015-05-29",61.7,73.2,87.5,54.8,55.4,86.1,75.3,79.2,0.00,26.60,0.26,0.34,
"2015-05-30",60.1,73.1,86.5,55.1,56.1,87.6,76.4,80.4,0.00,28.35,0.25,0.31,
"2015-05-31",60.1,73.2,84.5,48.0,42.5,85.1,77.4,80.7,0.00,22.85,0.21,0.26,
"2015-06-01",57.2,70.2,83.7,53.8,57.2,82.4,76.3,79.4,0.00,21.07,0.21,0.27,
"2015-06-02",52.5,64.7,74.1,50.0,60.7,79.3,76.0,78.5,0.00,19.85,0.17,0.22,
"2015-06-03",49.8,63.6,74.3,47.3,57.8,79.8,73.5,77.0,0.00,25.22,0.18,0.23,
"2015-06-04",52.0,67.3,79.8,49.5,54.8,82.1,74.0,78.0,0.00,25.87,0.20,0.24,
"2015-06-05",55.1,72.8,88.6,50.8,51.6,86.4,75.1,79.3,0.00,29.90,0.25,0.31,
"2015-06-06",57.7,76.5,91.6,56.6,53.0,90.2,77.1,81.4,0.00,28.55,0.25,0.30,
"2015-06-07",62.1,78.7,95.5,59.9,55.6,93.3,79.5,83.7,0.00,29.55,0.27,0.34,
"2015-06-08",62.9,81.2,100.5,57.2,48.1,94.6,80.7,85.0,0.00,30.12,0.29,0.37,
"2015-06-09",60.6,79.4,98.2,51.4,40.0,93.8,81.8,85.8,0.00,30.22,0.31,0.41,
"2015-06-10",61.3,76.9,90.6,50.6,40.7,91.2,82.0,85.5,0.00,30.48,0.31,0.42,
"2015-06-11",56.3,74.4,88.6,48.9,42.1,89.1,81.1,84.6,0.00,30.43,0.30,0.41,
"2015-06-12",53.0,66.9,79.4,41.6,41.1,85.3,80.4,83.5,0.00,31.28,0.28,0.38,
"2015-06-13",43.4,63.3,77.5,40.5,47.4,83.8,77.6,81.6,0.00,30.99,0.22,0.26,
"2015-06-14",49.4,68.6,84.3,42.9,44.2,86.4,77.8,81.9,0.00,30.70,0.24,0.30,
"2015-06-15",51.8,71.6,87.1,47.8,45.9,87.0,78.6,82.4,0.00,28.88,0.25,0.32,
"2015-06-16",52.9,72.6,89.5,50.4,49.7,89.5,79.3,83.2,0.00,28.99,0.25,0.32,
"2015-06-17",53.4,72.8,90.1,48.5,45.6,89.9,80.1,83.9,0.00,30.74,0.27,0.35,
"2015-06-18",61.7,74.1,87.3,49.9,45.0,90.1,81.3,84.6,0.00,25.73,0.24,0.31,
"2015-06-19",52.2,66.1,79.2,47.9,54.9,85.6,80.1,83.5,0.00,30.74,0.24,0.31,
"2015-06-20",47.7,66.1,81.3,44.6,50.9,85.8,78.5,82.4,0.00,30.74,0.23,0.29,
"2015-06-21",57.4,68.0,80.5,45.1,45.2,81.8,79.3,81.7,0.00,21.09,0.23,0.32,
"2015-06-22",53.6,70.7,84.3,48.6,49.0,85.7,77.9,81.5,0.00,27.43,0.23,0.29,
"2015-06-23",52.1,71.0,87.0,48.9,49.2,87.8,78.6,82.4,0.00,29.20,0.25,0.33,
"2015-06-24",60.7,72.9,86.0,53.9,54.1,88.0,80.6,83.7,0.00,22.87,0.21,0.26,
"2015-06-25",57.2,75.6,91.1,55.5,53.3,91.9,79.8,83.9,0.00,29.95,0.25,0.31,
"2015-06-26",61.7,81.5,98.4,60.2,52.7,96.3,82.5,86.4,0.00,28.75,0.27,0.33,
"2015-06-27",63.3,84.7,102.7,64.2,54.2,99.0,84.6,88.3,0.00,26.75,0.26,0.32,
"2015-06-28",67.8,87.0,105.3,65.6,51.5,99.1,86.4,89.9,0.00,23.40,0.26,0.33,
"2015-06-29",72.0,84.7,97.2,64.3,52.3,100.3,87.5,90.5,0.00,25.43,0.27,0.34,
"2015-06-30",68.3,82.6,96.5,60.5,49.1,99.3,87.2,90.8,0.00,29.34,0.29,0.37,
"2015-07-01",65.2,83.2,96.8,56.5,42.2,99.0,87.5,91.1,0.00,29.80,0.29,0.38,
"2015-07-02",65.2,84.9,100.0,59.7,45.0,101.2,88.0,91.8,0.00,29.59,0.28,0.35,
"2015-07-03",67.6,83.7,99.5,60.9,49.0,100.8,88.9,92.5,0.00,29.89,0.29,0.37,
"2015-07-04",71.4,85.8,98.4,58.2,40.9,101.5,89.3,92.8,0.00,29.34,0.32,0.42,
"2015-07-05",73.0,84.4,95.9,45.8,27.0,99.5,89.7,92.8,0.00,28.86,0.38,0.54,
"2015-07-06",64.6,79.9,96.5,55.3,44.7,97.8,88.5,92.0,0.00,27.77,0.27,0.35,
"2015-07-07",63.8,81.5,96.9,55.8,43.1,98.9,88.5,92.0,0.00,27.43,0.27,0.34,
"2015-07-08",65.9,82.3,98.7,59.3,47.6,99.4,89.2,92.5,0.00,26.47,0.26,0.32,
"2015-07-09",62.5,81.7,98.6,58.8,48.8,98.5,88.8,92.3,0.00,26.38,0.26,0.32,
"2015-07-10",67.1,80.0,97.3,62.0,57.0,97.3,89.2,92.3,0.00,23.20,0.24,0.30,
"2015-07-11",62.9,71.9,85.0,59.8,68.1,89.8,88.3,90.5,0.00,20.90,0.20,0.25,
"2015-07-12",56.4,70.1,84.8,55.2,61.7,87.4,85.1,87.8,0.00,23.49,0.21,0.27,
"2015-07-13",58.8,72.2,85.2,54.8,56.8,91.2,84.2,87.5,0.00,28.54,0.24,0.30,
"2015-07-14",55.9,72.3,87.0,52.2,53.4,91.6,84.3,88.0,0.00,28.35,0.24,0.30,
"2015-07-15",56.2,72.6,85.9,51.3,49.9,90.4,84.8,88.2,0.00,28.04,0.26,0.35,
"2015-07-16",56.0,69.8,81.7,48.9,50.5,87.6,84.0,87.1,0.00,26.69,0.25,0.33,
"2015-07-17",57.7,74.2,88.6,48.2,42.3,91.6,83.4,86.9,0.00,28.46,0.26,0.34,
"2015-07-18",62.4,78.3,92.5,50.3,39.6,94.1,84.6,88.3,0.00,28.21,0.28,0.37,
"2015-07-19",58.3,78.3,96.3,57.9,53.1,95.3,85.9,89.5,0.00,27.08,0.26,0.33,
"2015-07-20",64.2,78.8,95.4,56.8,50.1,96.0,86.9,90.4,0.00,27.92,0.28,0.37,
"2015-07-21",55.6,71.1,84.3,50.2,50.9,88.9,86.1,89.3,0.00,26.12,0.24,0.32,
"2015-07-22",50.8,68.0,81.5,47.7,51.4,88.2,83.7,87.4,0.00,28.15,0.22,0.29,
"2015-07-23",51.3,68.7,85.2,50.9,57.2,88.1,83.2,86.8,0.00,26.68,0.22,0.28,
"2015-07-24",52.7,71.6,89.1,52.7,54.7,89.8,83.2,86.8,0.00,26.43,0.24,0.32,
"2015-07-25",55.9,66.8,78.0,53.5,63.8,82.0,83.9,86.0,0.00,16.53,0.16,0.21,
"2015-07-26",49.1,63.5,76.9,47.4,59.1,81.0,79.6,82.8,0.00,23.99,0.19,0.25,
"2015-07-27",54.3,66.2,78.0,47.2,51.4,82.3,79.8,82.5,0.00,22.78,0.21,0.29,
"2015-07-28",51.8,68.9,82.5,48.3,51.7,86.3,79.2,82.9,0.00,27.41,0.22,0.29,
"2015-07-29",50.8,72.6,90.7,49.4,48.6,89.0,80.5,84.4,0.00,27.21,0.24,0.31,
"2015-07-30",55.3,77.3,96.7,52.0,47.4,93.2,82.2,86.2,0.00,27.48,0.25,0.33,
"2015-07-31",56.5,80.3,100.4,52.8,43.8,95.9,84.1,88.1,0.00,27.44,0.26,0.34,
"2015-08-01",60.9,80.5,101.9,52.8,40.6,94.8,85.1,88.9,0.00,25.52,0.27,0.35,
"2015-08-02",61.2,79.6,97.9,53.4,43.0,92.6,85.4,88.7,0.00,21.81,0.24,0.31,
"2015-08-03",63.6,76.4,87.7,56.7,51.5,85.5,86.1,87.8,0.00,11.37,0.16,0.22,
"2015-08-04",59.2,74.1,87.8,50.9,48.6,89.7,82.4,85.8,0.00,25.81,0.26,0.35,
"2015-08-05",53.6,70.4,85.8,47.6,47.0,88.0,82.7,86.1,0.00,25.44,0.25,0.34,
"2015-08-06",49.9,66.9,80.9,48.8,55.4,87.1,81.8,85.5,0.00,26.36,0.20,0.25,
"2015-08-07",50.3,69.3,85.1,51.2,56.6,88.1,81.5,85.4,0.00,25.77,0.20,0.25,
"2015-08-08",55.6,71.9,89.8,53.0,55.8,89.6,82.4,86.0,0.00,25.02,0.23,0.31,
"2015-08-09",56.4,71.1,82.8,56.7,62.4,84.8,83.0,85.5,0.00,17.12,0.16,0.20,
"2015-08-10",58.4,74.3,90.4,57.7,59.2,88.1,82.2,85.3,0.00,18.70,0.18,0.23,
"2015-08-11",56.5,77.6,97.5,57.1,54.1,90.7,82.1,85.5,0.00,21.22,0.22,0.29,
"2015-08-12",67.6,83.1,98.0,57.5,43.5,95.4,84.0,87.6,0.00,23.65,0.24,0.32,
"2015-08-13",62.3,79.6,97.3,60.3,55.1,93.7,85.3,88.6,0.00,21.24,0.20,0.25,
"2015-08-14",61.0,73.8,87.7,57.6,58.9,88.8,85.5,88.3,0.00,21.86,0.23,0.31,
"2015-08-15",53.2,67.3,80.9,47.9,53.5,86.0,82.3,85.7,0.00,24.98,0.21,0.28,
"2015-08-16",53.0,68.3,81.7,51.4,57.5,83.4,81.5,84.6,0.00,19.65,0.16,0.20,
"2015-08-17",55.0,69.7,86.9,52.5,58.9,83.9,80.2,83.5,0.00,19.72,0.17,0.21,
"2015-08-18",55.2,73.8,92.3,54.3,55.9,87.8,80.5,84.1,0.00,21.40,0.19,0.25,
"2015-08-19",59.9,75.9,94.4,53.2,49.9,87.7,81.8,85.0,0.00,21.53,0.23,0.32,
"2015-08-20",60.2,75.7,90.4,51.7,46.4,87.4,81.9,85.0,0.00,20.48,0.24,0.34,
"2015-08-21",63.2,70.5,80.3,44.1,39.5,81.9,81.9,84.0,0.00,19.87,0.26,0.39,
"2015-08-22",52.9,66.6,81.0,44.5,48.0,82.4,78.6,82.0,0.00,22.11,0.18,0.24,
"2015-08-23",48.2,66.7,84.3,46.6,53.3,79.9,78.2,81.6,0.00,18.59,0.16,0.20,
"2015-08-24",53.2,66.8,83.9,51.3,60.3,78.0,78.0,80.7,0.00,15.35,0.15,0.19,
"2015-08-25",49.0,68.7,89.1,47.6,53.2,82.9,76.5,80.4,0.00,22.14,0.18,0.24,
"2015-08-26",53.2,70.9,90.7,51.1,54.6,84.1,78.2,81.7,0.00,19.25,0.17,0.22,
"2015-08-27",61.2,75.0,92.4,53.0,50.0,85.8,79.9,82.7,0.00,18.85,0.21,0.29,
