Details for  Addy; April 23, 2015 to December 31, 2015
DATE,MIN_AIR_TEMP,AIR_TEMP,MAX_AIR_TEMP,DEWPOINT,REL_HUMIDITY,LEAF_WETNESS,WIND_DIR,WIND_SPEED,WIND_SPEED_MAX,SOIL_TEMP_2_IN,MIN_SOIL_TEMP_8_IN,AVG_SOIL_TEMP_8_IN,SOIL_MOIS_8_IN,PRECIP,SOLAR_RAD,ET_GRASS,ET_ALFALFA,AIR_PRESSURE,
"2015-05-10",33.8,57.8,77.8,34.0,48.4,0.21,SW,3.4,11.0,61.0,54.4,58.8,17.3,0.00,27.45,0.19,0.25,30.06,
"2015-05-11",46.8,61.3,74.0,40.7,48.4,0.07,NW,4.7,16.4,63.2,57.6,60.7,17.0,0.01,25.28,0.19,0.25,29.90,
"2015-05-12",45.1,56.2,67.0,40.6,57.3,0.10,NW,4.0,13.2,57.7,56.9,58.7,16.7,0.00,10.77,0.11,0.15,29.84,
"2015-05-13",47.9,50.7,55.3,44.7,80.7,0.83,S,4.0,13.5,55.1,55.8,56.8,16.5,0.32,7.77,0.06,0.08,29.87,
"2015-05-14",45.7,55.9,68.6,44.4,69.2,0.74,NW,5.3,15.0,58.8,53.8,56.8,16.4,0.00,23.46,0.16,0.20,29.87,
"2015-05-15",43.1,58.9,77.9,43.7,63.0,0.57,NW,4.3,14.6,60.7,54.3,58.4,16.4,0.00,26.52,0.20,0.25,29.74,
"2015-05-16",42.4,61.8,78.0,45.8,60.7,0.53,NE,3.8,15.0,63.5,56.6,60.7,16.3,0.01,26.26,0.19,0.24,29.81,
"2015-05-17",51.0,61.3,74.1,47.9,67.2,0.71,NW,3.7,12.1,63.9,59.6,62.4,16.1,0.01,21.41,0.16,0.20,30.08,
"2015-05-18",39.0,58.9,75.7,40.3,56.8,0.49,S,3.7,12.4,63.2,57.9,62.0,15.9,0.00,28.14,0.19,0.24,30.09,
"2015-05-19",38.6,60.0,78.7,41.6,57.5,0.49,SW,3.0,11.7,64.1,58.1,62.4,15.7,0.00,28.63,0.19,0.24,30.03,
"2015-05-20",43.0,63.2,81.0,42.2,52.6,0.31,NW,4.2,15.3,65.6,59.2,63.4,15.5,0.00,29.11,0.22,0.29,29.97,
"2015-05-21",45.7,65.5,85.9,44.1,52.7,0.17,W,3.6,13.5,67.6,60.5,64.8,15.2,0.00,28.33,0.23,0.29,29.87,
"2015-05-22",47.7,64.0,84.5,49.7,63.8,0.40,NE,3.0,20.0,67.4,61.9,65.3,14.9,0.00,22.04,0.18,0.23,29.86,
"2015-05-23",46.3,66.3,87.4,42.1,52.4,0.52,W,3.2,12.4,68.4,61.2,65.4,14.6,0.00,29.59,0.24,0.30,29.97,
"2015-05-24",47.2,61.2,80.8,48.6,67.7,0.44,W,4.3,20.3,66.0,62.5,65.0,14.2,0.32,17.24,0.17,0.22,29.96,
"2015-05-25",49.9,57.9,67.4,52.8,83.8,0.89,N,5.2,17.1,63.4,60.4,62.8,13.9,0.09,19.16,0.13,0.15,29.91,
"2015-05-26",46.4,55.6,69.1,50.4,84.5,0.93,N,3.4,12.8,61.6,59.0,61.5,13.7,0.00,18.03,0.12,0.14,29.98,
"2015-05-27",49.0,62.1,76.6,51.6,72.3,0.77,N ,3.4,12.1,63.9,59.2,62.2,13.6,0.00,22.61,0.17,0.20,30.01,
"2015-05-28",47.2,64.3,80.2,53.4,71.7,0.75,SE,3.2,14.2,65.5,60.1,63.3,13.4,0.36,21.69,0.17,0.20,30.07,
"2015-05-29",54.1,63.8,83.0,56.8,81.0,0.85,NW,5.5,26.4,66.8,61.6,64.8,13.2,0.21,23.56,0.20,0.26,30.04,
"2015-05-30",54.4,65.9,81.5,57.3,76.7,0.77,N,4.0,17.5,67.3,62.2,65.5,13.1,0.04,23.90,0.19,0.22,29.91,
"2015-05-31",52.3,65.7,82.1,54.2,70.6,0.65,NW,3.3,10.3,67.3,63.1,65.9,13.1,0.00,20.99,0.17,0.21,29.86,
"2015-06-01",52.3,65.0,78.6,56.0,75.0,0.72,N,3.8,18.2,65.5,62.3,64.7,13.0,0.47,16.68,0.14,0.17,29.83,
"2015-06-02",53.2,57.6,63.2,55.3,92.1,0.96,SE,3.9,15.3,61.5,61.8,63.0,12.9,0.49,5.27,0.04,0.05,29.92,
"2015-06-03",49.3,58.1,66.2,49.8,75.6,0.83,SE,3.9,14.2,60.7,59.5,60.9,13.9,0.00,12.34,0.10,0.12,29.98,
"2015-06-04",52.3,60.8,73.1,54.1,80.5,0.87,NW,3.3,12.1,63.2,59.9,61.9,15.0,0.06,17.20,0.13,0.15,30.04,
"2015-06-05",46.3,64.1,81.1,53.2,71.7,0.75,NW,4.6,13.9,65.8,59.3,63.2,15.5,0.00,30.67,0.22,0.26,30.04,
"2015-06-06",49.1,68.3,87.1,54.8,66.9,0.59,NW,4.0,13.2,68.1,61.6,65.5,15.5,0.00,29.52,0.23,0.29,29.97,
"2015-06-07",52.6,72.3,92.8,55.3,61.7,0.51,NE,3.8,13.9,70.6,63.8,67.7,15.3,0.00,29.85,0.26,0.32,29.97,
"2015-06-08",53.4,73.8,95.2,54.9,57.9,0.42,SE,3.2,11.7,73.5,66.3,70.4,15.2,0.00,30.30,0.26,0.32,29.91,
"2015-06-09",48.3,71.1,92.2,49.2,53.5,0.33,NW,3.6,15.3,73.4,67.1,71.4,15.1,0.00,31.34,0.27,0.33,29.82,
"2015-06-10",48.9,70.3,89.9,51.5,57.2,0.33,SE,3.4,11.7,73.4,67.8,71.8,14.9,0.00,29.42,0.24,0.30,29.78,
"2015-06-11",48.7,70.2,89.7,48.4,52.9,0.45,S,4.9,17.8,73.3,68.2,72.1,14.7,0.00,30.38,0.27,0.35,29.85,
"2015-06-12",46.2,62.7,78.2,38.0,43.8,0.05,NW,5.5,23.9,71.3,68.0,71.2,14.5,0.00,26.23,0.23,0.31,29.93,
"2015-06-13",35.0,57.1,76.2,37.6,53.2,0.03,NW,4.1,13.9,68.7,64.6,68.7,14.3,0.00,28.93,0.21,0.26,30.01,
"2015-06-14",40.3,61.5,81.8,39.5,52.7,0.22,NW,4.0,17.1,69.6,64.6,68.8,14.1,0.00,31.73,0.24,0.30,30.03,
"2015-06-15",45.6,65.3,84.3,44.5,52.5,0.07,NW,4.3,12.8,71.3,65.8,69.9,14.0,0.00,30.02,0.24,0.31,30.00,
"2015-06-16",45.9,68.3,89.8,45.4,51.2,0.19,SW,3.9,14.2,72.4,66.6,70.7,13.8,0.00,30.23,0.26,0.33,29.96,
"2015-06-17",51.7,69.8,87.8,45.8,47.7,0.05,SE,3.9,14.2,73.4,68.5,71.8,13.6,0.00,30.07,0.26,0.33,29.91,
"2015-06-18",54.6,68.3,83.6,46.1,49.0,0.00,NW,3.5,15.3,71.8,69.1,71.4,13.4,0.00,19.62,0.19,0.25,29.88,
"2015-06-19",47.9,65.9,81.6,43.1,49.7,0.14,SW,4.4,18.5,71.7,67.4,70.5,13.2,0.00,28.56,0.23,0.30,29.92,
"2015-06-20",39.7,62.4,81.0,38.5,47.7,0.11,SE,3.9,17.5,70.7,66.7,70.2,13.0,0.00,31.23,0.23,0.30,29.97,
"2015-06-21",51.1,66.2,81.6,40.4,42.4,0.00,NW,4.9,15.0,71.1,67.2,70.2,12.9,0.00,28.59,0.25,0.33,29.91,
"2015-06-22",42.0,64.7,83.6,43.1,52.5,0.23,SE,3.3,12.4,69.4,66.6,69.4,12.7,0.00,22.98,0.20,0.25,30.01,
"2015-06-23",44.0,66.4,86.2,46.2,54.3,0.17,SE,3.8,14.6,70.5,65.8,69.2,12.5,0.00,28.14,0.23,0.29,30.01,
"2015-06-24",49.7,69.1,87.6,49.3,55.4,0.15,E,2.8,10.3,71.7,67.4,70.2,12.4,0.00,21.32,0.19,0.24,30.03,
"2015-06-25",52.7,74.7,92.7,49.7,48.0,0.05,E,3.7,14.2,75.2,68.5,71.9,12.2,0.00,30.41,0.27,0.34,30.09,
"2015-06-26",51.0,77.0,98.9,51.8,48.5,0.09,E,3.2,11.7,76.8,69.9,73.7,12.0,0.00,30.22,0.27,0.35,30.05,
"2015-06-27",56.6,80.2,102.8,53.8,47.4,0.06,E,3.5,11.0,78.5,71.6,75.2,11.8,0.00,29.24,0.29,0.38,29.99,
"2015-06-28",62.6,85.0,106.9,55.7,43.5,0.00,NW,3.4,9.9,81.3,73.7,77.1,11.5,0.00,28.65,0.30,0.39,29.94,
"2015-06-29",63.3,79.3,94.0,62.1,59.3,0.17,W,4.4,21.8,78.4,75.6,77.2,11.3,0.06,15.43,0.19,0.26,29.94,
"2015-06-30",58.7,76.8,95.0,56.4,57.0,0.28,NW,4.6,14.2,77.5,71.8,75.1,11.0,0.00,30.31,0.29,0.37,30.01,
"2015-07-01",58.4,79.2,96.0,52.1,44.5,0.01,NW,5.4,17.8,79.2,72.7,76.2,10.7,0.00,30.32,0.31,0.41,29.99,
"2015-07-02",57.8,79.5,100.0,50.7,43.0,0.00,NW,4.5,16.7,80.2,73.4,77.0,10.5,0.00,30.17,0.31,0.41,29.99,
"2015-07-03",57.2,79.5,102.8,48.6,41.1,0.00,NW,4.2,14.6,80.6,73.9,77.6,10.2,0.00,29.52,0.32,0.42,29.86,
"2015-07-04",58.1,82.0,100.7,43.2,31.7,0.00,NW,6.2,20.0,80.8,74.3,77.8,9.9,0.00,29.28,0.36,0.51,29.78,
"2015-07-05",61.6,79.3,92.0,40.0,26.3,0.00,NW,6.2,19.2,81.0,75.2,78.2,9.7,0.00,28.90,0.32,0.45,29.91,
"2015-07-06",51.3,73.2,92.7,46.0,43.6,0.00,E,3.1,10.3,78.3,73.7,76.9,9.4,0.00,26.23,0.24,0.31,30.01,
"2015-07-07",55.6,72.1,90.3,51.5,51.7,0.00,S,2.9,11.0,76.0,73.1,75.6,9.2,0.00,17.75,0.18,0.24,29.95,
"2015-07-08",54.6,75.9,97.2,49.3,47.9,0.10,NW,3.3,11.0,78.4,72.0,75.5,8.9,0.00,27.77,0.26,0.34,29.86,
"2015-07-09",52.8,76.4,100.2,47.9,43.7,0.01,E,3.0,16.4,78.9,72.7,76.2,8.7,0.00,26.41,0.26,0.33,29.72,
"2015-07-10",54.4,77.7,96.4,50.9,43.3,0.00,S,4.8,27.1,78.6,73.4,76.4,8.5,0.00,23.15,0.27,0.36,29.71,
"2015-07-11",64.4,70.0,74.9,59.5,70.2,0.20,SE,4.8,24.6,74.2,73.9,75.3,8.3,0.01,11.34,0.12,0.16,29.87,
"2015-07-12",59.1,71.6,84.5,49.7,49.7,0.07,SE,5.5,16.7,74.7,71.1,73.4,8.1,0.00,23.69,0.24,0.32,29.96,
"2015-07-13",53.1,67.9,81.8,51.5,58.0,0.05,NW,4.8,22.1,71.6,70.5,72.3,7.9,0.10,18.06,0.18,0.24,29.98,
"2015-07-14",50.5,69.2,87.6,49.5,55.4,0.19,NE,4.0,17.8,69.9,67.9,70.3,7.8,0.00,19.98,0.20,0.27,29.96,
"2015-07-15",47.8,70.2,90.2,43.6,44.7,0.02,S,3.9,18.5,71.9,67.1,70.5,7.6,0.00,25.77,0.24,0.32,29.91,
"2015-07-16",51.8,68.3,81.2,37.2,36.9,0.00,NW,5.8,23.2,72.9,68.7,71.6,7.5,0.00,27.25,0.26,0.35,29.95,
"2015-07-17",45.7,70.2,87.5,39.9,36.9,0.00,NW,5.5,22.8,73.8,68.0,71.5,7.3,0.00,29.06,0.28,0.38,29.99,
"2015-07-18",51.6,72.4,92.0,43.9,41.5,0.00,N ,3.1,11.7,76.3,69.4,73.0,7.1,0.00,28.52,0.25,0.31,30.00,
"2015-07-19",52.4,76.0,96.7,48.6,43.0,0.00,SE,3.5,11.4,76.4,70.8,73.8,7.0,0.00,21.42,0.23,0.31,29.98,
"2015-07-20",61.7,79.1,97.2,47.8,37.5,0.00,S,4.5,22.1,79.4,71.7,74.9,6.8,0.00,27.49,0.29,0.39,29.89,
"2015-07-21",52.7,71.6,89.5,40.4,36.8,0.00,S,4.9,20.0,77.5,72.1,75.3,6.6,0.00,26.96,0.27,0.37,29.80,
"2015-07-22",52.4,69.0,84.9,38.6,35.2,0.00,SE,5.0,22.1,76.3,71.3,74.3,6.4,0.00,27.37,0.26,0.35,29.79,
"2015-07-23",44.1,67.0,86.5,38.8,40.9,0.00,S,4.5,17.1,74.2,70.0,73.3,6.3,0.00,25.66,0.24,0.33,29.86,
"2015-07-24",50.1,69.3,86.7,42.9,41.2,0.00,S,4.8,17.8,75.7,69.9,73.2,6.1,0.00,27.91,0.25,0.34,29.96,
"2015-07-25",56.2,67.4,78.7,50.0,56.2,0.10,S,4.4,20.0,72.1,71.0,72.6,6.0,0.00,13.65,0.15,0.21,29.94,
"2015-07-26",45.4,60.7,72.2,46.6,61.8,0.10,S,4.6,24.6,69.1,67.9,70.0,5.9,0.06,18.32,0.15,0.19,29.97,
"2015-07-27",49.0,63.4,77.0,45.1,55.4,0.05,NW,5.6,22.8,69.2,66.3,68.6,5.8,0.00,24.43,0.20,0.27,30.03,
"2015-07-28",39.8,63.4,81.7,41.8,52.1,0.21,SE,3.2,12.1,69.0,64.9,68.0,5.7,0.00,21.74,0.18,0.23,30.18,
"2015-07-29",44.0,70.0,91.7,39.8,41.6,0.02,S,3.6,15.3,73.6,66.0,69.7,5.7,0.00,28.18,0.25,0.33,30.16,
"2015-07-30",45.7,73.5,98.5,38.2,34.8,0.00,W,4.0,25.7,76.2,68.1,71.9,5.7,0.00,28.33,0.28,0.39,30.13,
"2015-07-31",45.2,75.5,102.4,34.9,30.6,0.00,SW,3.6,18.2,77.6,69.4,73.3,5.7,0.00,28.42,0.29,0.40,30.04,
"2015-08-01",50.4,75.2,99.3,32.3,26.5,0.00,W,3.8,14.2,76.8,70.5,73.8,5.6,0.00,24.54,0.27,0.38,29.93,
"2015-08-02",47.1,71.6,98.0,36.2,32.4,0.00,SE,3.2,11.7,75.6,69.8,73.0,5.6,0.00,22.84,0.24,0.33,29.89,
"2015-08-03",52.4,73.1,90.5,43.0,37.2,0.00,S,3.8,18.2,74.0,70.5,72.8,5.5,0.00,13.50,0.19,0.27,29.83,
"2015-08-04",52.5,73.0,89.3,46.9,45.1,0.04,S,4.5,24.3,75.5,69.9,72.5,5.5,0.00,21.25,0.22,0.31,29.86,
"2015-08-05",45.3,68.3,86.2,37.9,37.1,0.00,SW,5.6,25.3,75.3,69.3,72.5,5.4,0.00,25.07,0.25,0.36,29.88,
"2015-08-06",47.5,65.4,80.1,42.7,46.4,0.00,N,3.8,13.9,73.3,69.7,72.1,5.4,0.00,19.91,0.18,0.24,30.01,
"2015-08-07",43.3,66.2,87.5,41.0,47.2,0.05,E,3.4,14.2,73.8,67.5,71.0,5.3,0.00,26.76,0.22,0.29,29.93,
"2015-08-08",44.0,68.8,91.2,40.7,41.6,0.00,S,3.6,18.2,74.4,68.4,71.8,5.3,0.00,23.24,0.22,0.30,29.85,
"2015-08-09",54.1,68.8,83.2,47.8,48.5,0.00,SE,3.8,18.2,72.0,69.3,71.1,5.3,0.00,12.34,0.15,0.21,29.98,
"2015-08-10",60.5,77.9,95.0,48.8,40.3,0.00,N,4.1,18.5,76.5,69.1,71.6,5.3,0.00,20.41,0.23,0.32,29.94,
"2015-08-11",55.4,77.9,99.0,48.0,41.9,0.01,NW,4.5,16.0,78.3,70.7,73.5,5.2,0.00,22.76,0.26,0.37,29.96,
"2015-08-12",60.7,81.3,102.3,44.7,31.1,0.00,N,5.1,16.0,79.8,71.5,74.7,5.2,0.00,23.97,0.30,0.43,29.94,
"2015-08-13",54.9,81.0,102.6,47.3,35.4,0.00,E,4.2,14.6,80.4,72.6,75.7,5.2,0.00,22.93,0.27,0.38,29.93,
"2015-08-14",58.9,77.5,94.1,46.8,37.4,0.00,SE,6.6,21.4,79.0,73.5,75.9,5.1,0.00,18.66,0.27,0.40,29.85,
"2015-08-15",61.5,69.8,81.0,45.8,44.3,0.00,E,6.4,17.1,77.6,73.0,75.1,5.1,0.00,19.95,0.22,0.32,30.09,
"2015-08-16",50.0,67.1,84.6,44.6,51.0,0.02,NW,4.0,14.6,75.1,70.8,73.5,5.1,0.00,21.97,0.20,0.26,30.13,
"2015-08-17",54.4,70.4,87.9,41.1,38.4,0.00,NW,3.8,19.2,74.6,70.3,72.6,5.0,0.00,18.70,0.20,0.28,30.06,
"2015-08-18",50.1,70.0,90.4,41.3,40.7,0.00,NW,4.1,16.0,74.5,68.7,71.9,5.0,0.00,23.27,0.23,0.31,30.01,
"2015-08-19",50.4,72.3,93.8,42.4,40.1,0.00,W,4.0,14.6,75.2,69.4,72.4,5.0,0.00,21.27,0.23,0.32,29.86,
"2015-08-20",54.5,67.5,81.9,47.4,50.0,0.00,SE,3.2,11.4,71.3,69.7,71.5,4.9,0.00,11.56,0.14,0.18,29.75,
"2015-08-21",52.9,65.2,78.5,40.5,43.5,0.00,NW,5.2,22.8,68.6,67.8,69.4,4.9,0.00,13.47,0.17,0.25,29.80,
"2015-08-22",42.0,61.4,80.3,35.0,43.8,0.01,NW,3.4,10.7,68.6,65.2,68.0,4.9,0.00,22.68,0.18,0.24,30.14,
"2015-08-23",40.1,62.3,87.3,33.6,40.3,0.00,NW,3.6,11.4,67.7,64.7,67.6,4.8,0.00,19.36,0.19,0.27,30.03,
"2015-08-24",43.6,64.0,86.4,38.4,42.7,0.00,S,2.8,13.5,67.3,64.8,67.2,4.8,0.00,14.22,0.15,0.21,29.97,
"2015-08-25",42.5,65.7,89.3,39.2,43.7,0.00,SE,3.3,15.7,68.5,64.1,66.9,4.7,0.00,18.61,0.18,0.26,30.00,
"2015-08-26",47.8,68.5,93.5,38.6,37.8,0.00,NW,3.9,11.7,68.5,64.8,67.2,4.7,0.00,16.02,0.20,0.30,29.99,
"2015-08-27",47.7,69.2,92.0,41.8,42.8,0.00,S,3.8,20.0,69.2,65.3,67.6,4.7,0.02,15.43,0.19,0.28,29.99,
"2015-08-28",58.0,67.8,81.9,46.1,47.2,0.00,S,3.1,17.8,67.0,66.3,67.4,4.7,0.00,5.47,0.11,0.16,29.94,
"2015-08-29",57.3,65.8,79.4,46.9,51.6,0.00,S,4.4,30.0,65.7,65.2,66.3,4.7,0.00,7.53,0.13,0.20,29.76,
"2015-08-30",47.5,59.4,71.2,47.3,66.6,0.20,SE,5.0,21.4,61.6,63.3,64.4,4.6,0.09,9.99,0.11,0.15,29.88,
"2015-08-31",46.8,58.7,68.0,47.4,67.1,0.02,E,4.4,13.9,58.9,60.8,61.9,4.6,0.00,7.49,0.09,0.12,29.96,
"2015-09-01",46.1,61.8,76.7,46.9,62.6,0.30,SE,4.9,17.8,61.9,59.7,61.8,4.6,0.00,17.92,0.15,0.20,29.84,
"2015-09-02",47.8,62.8,75.0,41.4,50.5,0.08,S,4.8,20.0,63.8,62.0,63.5,4.6,0.02,17.85,0.16,0.22,29.80,
"2015-09-03",40.7,55.6,70.9,37.4,56.7,0.24,SE,4.2,17.1,60.3,60.4,62.4,4.6,0.02,18.27,0.14,0.19,29.92,
"2015-09-04",32.4,54.6,73.7,33.7,51.5,0.05,NW,4.5,14.6,60.3,57.9,61.1,4.5,0.00,21.82,0.16,0.22,29.95,
"2015-09-05",48.7,52.8,57.6,47.6,84.3,0.67,NW,3.6,13.5,58.6,60.5,61.6,4.5,0.38,4.14,0.04,0.05,29.95,
"2015-09-06",41.3,50.5,58.2,45.3,83.7,0.53,SE,3.3,10.3,55.7,58.0,59.0,4.4,0.00,7.57,0.05,0.07,30.11,
"2015-09-07",36.1,49.9,66.9,43.7,82.0,0.52,SE,2.6,9.2,54.1,54.4,56.9,4.4,0.00,11.66,0.08,0.10,30.18,
"2015-09-08",42.1,55.3,73.6,47.5,78.1,0.43,SE,3.4,15.7,56.1,55.2,57.4,4.4,0.00,11.89,0.10,0.13,30.12,
"2015-09-09",46.5,61.1,79.5,48.2,68.2,0.37,NE,3.2,11.7,60.8,56.4,59.6,4.4,0.00,18.41,0.14,0.18,30.05,
"2015-09-10",45.6,63.8,85.0,47.5,61.9,0.17,NW,3.7,13.9,63.0,58.1,61.8,4.4,0.00,20.23,0.16,0.22,30.13,
"2015-09-11",48.1,66.8,90.8,48.2,57.9,0.03,NW,3.4,12.8,65.2,60.0,63.8,4.5,0.00,20.34,0.18,0.24,30.13,
"2015-09-12",45.3,66.9,92.3,47.8,57.8,0.20,S,3.3,13.2,65.7,61.4,65.0,4.5,0.00,19.87,0.18,0.24,29.96,
"2015-09-13",45.6,62.4,80.4,43.7,56.0,0.13,S,3.6,16.4,63.0,61.9,64.4,4.5,0.00,12.60,0.13,0.19,29.76,
"2015-09-14",44.3,53.6,60.6,39.2,59.6,0.00,SE,3.5,15.0,57.7,59.9,61.3,4.5,0.00,6.92,0.07,0.10,29.73,
"2015-09-15",38.7,52.0,63.5,36.9,60.8,0.16,SE,3.9,21.4,56.9,57.0,59.1,4.4,0.00,12.89,0.10,0.13,29.80,
"2015-09-16",38.1,50.8,67.6,35.2,60.1,0.00,SE,2.9,15.3,56.2,55.5,58.1,4.4,0.00,15.07,0.10,0.14,29.90,
"2015-09-17",37.4,50.6,64.2,41.6,72.8,0.12,SE,3.4,11.4,55.2,55.7,57.6,4.4,0.00,8.62,0.07,0.10,29.99,
"2015-09-18",44.3,55.7,69.0,44.5,69.8,0.31,SE,3.4,15.3,57.2,55.7,57.6,4.4,0.00,11.26,0.09,0.12,30.10,
"2015-09-19",41.7,57.0,74.4,44.6,66.9,0.13,S,3.8,15.7,58.0,55.8,58.2,4.4,0.00,12.20,0.11,0.15,30.02,
"2015-09-20",50.8,66.7,81.6,48.7,56.8,0.07,S,5.5,26.0,62.2,57.7,60.3,4.4,0.00,15.37,0.16,0.23,29.86,
"2015-09-21",43.6,62.9,76.1,43.1,51.3,0.01,NW,5.6,19.2,65.2,61.5,63.6,4.5,0.00,17.87,0.15,0.21,29.94,
"2015-09-22",36.2,54.8,76.7,36.9,57.1,0.05,NW,4.4,15.3,59.4,58.4,61.5,4.5,0.00,18.31,0.14,0.21,29.94,
"2015-09-23",33.3,53.8,76.7,35.6,57.9,0.29,SE,3.2,15.7,57.5,56.6,59.7,4.5,0.00,17.51,0.12,0.17,30.03,
"2015-09-24",35.4,53.6,79.0,32.5,50.5,0.00,W,2.5,10.7,56.2,55.8,58.4,4.5,0.00,12.72,0.11,0.16,30.07,
"2015-09-25",35.2,58.1,81.9,37.7,52.9,0.04,S,3.0,14.2,57.8,55.3,58.2,4.4,0.00,14.09,0.12,0.18,29.97,
"2015-09-26",43.6,60.4,73.5,36.1,45.4,0.00,NW,4.9,15.0,61.2,58.9,60.6,4.5,0.00,14.26,0.13,0.20,29.97,
"2015-09-27",34.0,50.8,71.4,28.8,47.7,0.00,NW,4.5,15.0,56.0,55.7,58.6,4.5,0.00,17.40,0.13,0.20,30.12,
"2015-09-28",34.6,52.0,75.1,31.8,50.8,0.00,NW,3.8,16.0,55.2,54.2,57.1,4.4,0.00,17.08,0.13,0.19,30.10,
"2015-09-29",33.9,52.9,78.3,32.2,51.3,0.00,NW,3.5,10.7,54.9,53.5,56.6,4.4,0.00,16.80,0.13,0.19,30.02,
"2015-09-30",37.3,56.5,82.7,33.8,47.9,0.00,NW,4.4,11.7,55.9,53.8,56.8,4.4,0.00,16.48,0.16,0.24,29.99,
"2015-10-01",45.9,59.5,79.4,37.4,46.6,0.00,NW,3.6,12.4,58.2,55.7,57.9,4.4,0.00,12.95,0.12,0.19,30.00,
"2015-10-02",40.5,58.3,76.7,40.5,55.0,0.03,NW,5.0,20.3,57.1,55.4,57.7,4.4,0.00,11.11,0.13,0.19,29.97,
"2015-10-03",45.6,60.9,76.6,44.4,58.4,0.04,NW,6.7,18.2,60.8,57.6,59.3,4.5,0.00,14.44,0.14,0.22,30.01,
"2015-10-04",37.2,52.8,74.0,37.7,61.6,0.07,NW,3.3,11.4,56.7,55.5,58.1,4.5,0.00,15.30,0.10,0.15,30.02,
"2015-10-05",33.9,52.2,75.9,37.6,62.9,0.14,W,2.9,8.5,55.1,53.9,56.6,4.4,0.00,14.56,0.10,0.14,30.02,
"2015-10-06",33.1,54.0,74.6,38.4,60.9,0.20,SW,2.6,10.7,54.5,53.2,55.7,4.4,0.00,11.10,0.08,0.12,30.06,
"2015-10-07",51.4,54.6,57.3,49.1,82.6,0.55,SE,1.9,7.1,56.4,56.1,56.8,4.4,0.11,3.33,0.03,0.04,30.13,
"2015-10-08",54.5,58.1,65.3,54.3,87.8,0.47,NW,2.7,9.6,58.5,56.6,57.5,4.4,0.00,6.22,0.05,0.06,30.25,
