Details for  Addy; January 01, 2018 to December 31, 2018
DATE,MIN_AIR_TEMP,AIR_TEMP,MAX_AIR_TEMP,DEWPOINT,REL_HUMIDITY,LEAF_WETNESS,WIND_DIR,WIND_SPEED,WIND_SPEED_MAX,SOIL_TEMP_2_IN,MIN_SOIL_TEMP_8_IN,AVG_SOIL_TEMP_8_IN,SOIL_MOIS_8_IN,PRECIP,SOLAR_RAD,ET_GRASS,ET_ALFALFA,AIR_PRESSURE,
"2018-02-12",17.3,24.7,36.5,6.6,50.4,0.00,NW,5.4,17.1,33.4,34.5,34.8,19.6,0.00,11.22,0.05,0.08,30.26,
"2018-02-13",16.4,28.4,37.7,16.4,65.1,0.00,SE,3.8,14.6,33.1,34.0,34.2,19.4,0.00,8.66,0.03,0.05,30.20,
"2018-02-14",20.4,29.1,39.2,25.8,90.2,0.19,NW,2.1,9.6,33.0,33.9,34.0,19.2,0.47,3.56,0.02,0.02,29.95,
"2018-02-15",20.5,26.3,33.9,21.8,86.8,0.10,S,2.7,12.4,33.1,33.8,33.9,19.2,0.00,9.93,0.02,0.03,30.29,
"2018-02-16",22.5,29.2,42.3,25.0,87.2,0.02,S,3.2,23.9,33.1,33.8,33.8,19.3,0.01,6.85,0.03,0.04,30.09,
"2018-02-17",19.2,26.7,31.8,24.7,95.3,0.19,NW,3.4,18.2,33.2,33.8,33.8,19.4,0.00,0.79,0.00,0.01,29.71,
"2018-02-18",6.9,21.9,28.1,13.2,74.1,0.14,NW,8.3,19.2,33.2,33.8,33.8,19.4,0.00,5.01,0.02,0.03,29.76,
"2018-02-19",-4.7,9.4,22.6,-1.5,70.5,0.01,NW,3.3,11.7,33.2,33.8,33.8,19.3,0.00,12.75,0.02,0.03,30.09,
"2018-02-20",-7.3,8.4,19.7,0.8,80.0,0.01,SW,2.4,7.4,33.2,33.8,33.8,19.3,0.00,8.07,0.02,0.02,30.24,
"2018-02-21",-10.2,8.4,21.4,0.5,78.9,0.00,NW,3.0,9.9,33.1,33.8,33.8,19.2,0.00,9.31,0.02,0.02,30.26,
"2018-02-22",5.9,15.5,26.3,6.4,74.6,0.00,NW,7.9,19.6,33.0,33.7,33.8,19.2,0.00,8.84,0.03,0.05,30.23,
"2018-02-23",-6.4,13.0,24.5,6.2,81.9,0.00,SE,4.2,13.2,32.9,33.7,33.7,19.1,0.00,8.51,0.02,0.03,30.26,
"2018-02-24",19.4,24.7,31.6,19.4,84.5,0.00,NW,5.2,15.3,32.9,33.7,33.7,19.0,0.10,10.74,0.03,0.04,29.97,
"2018-02-25",22.1,32.9,43.5,24.7,73.5,0.00,S,5.5,24.3,32.9,33.6,33.7,18.9,0.04,6.41,0.04,0.06,29.73,
"2018-02-26",12.1,25.0,42.3,14.9,72.0,0.00,W,2.4,9.9,33.0,33.6,33.6,19.0,0.01,12.86,0.04,0.05,30.00,
"2018-02-27",12.8,26.5,36.0,20.0,79.5,0.00,SE,4.9,16.7,33.0,33.6,33.6,19.0,0.01,6.80,0.03,0.04,30.00,
"2018-02-28",17.1,29.9,38.7,24.7,83.5,0.01,SE,2.7,12.8,33.0,33.6,33.6,19.0,0.01,5.82,0.02,0.03,29.92,
"2018-03-01",32.4,33.5,35.8,32.0,94.3,0.63,W,3.5,15.7,33.0,33.5,33.6,19.0,0.64,3.44,0.02,0.02,29.68,
"2018-03-02",29.7,33.3,35.4,31.6,93.5,0.90,E,4.5,16.0,33.0,33.4,33.5,20.9,0.21,3.20,0.01,0.02,29.68,
"2018-03-03",23.2,30.7,44.1,27.3,89.6,0.55,SW,1.8,7.4,33.0,33.4,33.4,22.0,0.08,13.76,0.04,0.05,29.93,
"2018-03-04",22.3,30.6,38.2,26.9,88.3,0.18,SE,2.4,8.9,33.0,33.4,33.5,21.7,0.00,8.23,0.03,0.03,30.11,
"2018-03-05",26.3,32.8,40.5,27.9,83.8,0.07,S,2.8,11.0,33.1,33.5,33.5,21.6,0.00,10.04,0.03,0.04,30.25,
"2018-03-06",21.4,30.2,40.8,25.3,84.6,0.05,NW,2.4,11.0,33.2,33.5,33.5,21.7,0.00,7.58,0.03,0.04,30.30,
"2018-03-07",20.0,32.4,43.5,24.6,75.5,0.01,NW,3.9,12.1,33.1,33.5,33.5,21.7,0.00,14.20,0.05,0.06,30.12,
"2018-03-08",32.4,36.8,39.7,34.1,89.9,0.51,S,3.6,9.9,33.1,33.5,33.5,22.4,0.20,4.93,0.02,0.03,29.81,
"2018-03-09",25.7,38.0,45.3,27.3,68.6,0.27,W,5.0,21.8,33.6,33.4,33.5,24.6,0.00,9.62,0.05,0.07,29.83,
"2018-03-10",20.4,31.6,47.4,21.7,71.2,0.00,NW,4.5,12.1,33.9,33.4,33.4,24.1,0.00,16.23,0.06,0.09,30.18,
"2018-03-11",23.6,35.3,55.1,25.0,70.0,0.00,NW,4.6,13.9,35.4,33.4,33.6,23.5,0.00,16.42,0.08,0.12,30.26,
"2018-03-12",25.9,38.4,59.5,28.3,71.0,0.00,NW,4.4,10.7,37.3,33.8,34.8,23.1,0.00,16.75,0.09,0.13,30.24,
"2018-03-13",28.6,41.7,60.9,29.9,66.9,0.00,NW,5.1,16.0,38.5,35.2,36.5,22.4,0.00,13.74,0.10,0.14,29.93,
"2018-03-14",31.5,40.1,46.7,37.5,90.7,0.57,SE,3.1,13.9,39.7,38.0,38.6,22.4,0.29,3.42,0.02,0.02,29.79,
"2018-03-15",33.0,37.7,46.2,34.6,89.1,0.48,SE,3.0,10.7,39.4,37.9,38.8,22.2,0.00,6.31,0.04,0.05,29.81,
"2018-03-16",27.5,40.1,57.1,30.7,74.2,0.18,NW,3.5,20.0,41.0,37.6,39.3,21.7,0.00,16.26,0.08,0.10,29.83,
"2018-03-17",32.4,42.3,55.5,31.7,69.2,0.00,NW,4.2,13.5,41.4,38.6,40.1,21.2,0.00,10.12,0.07,0.10,29.78,
"2018-03-18",33.4,40.8,52.2,35.5,82.7,0.15,SE,4.4,17.1,42.5,39.7,41.1,20.9,0.14,12.07,0.06,0.08,30.00,
"2018-03-19",34.2,40.1,49.7,34.4,81.4,0.33,S,3.0,10.7,42.2,40.5,41.5,20.9,0.01,7.27,0.05,0.06,30.13,
"2018-03-20",29.6,39.9,55.2,28.8,69.1,0.05,S,4.0,13.5,42.4,39.8,41.4,20.8,0.00,15.41,0.08,0.11,30.00,
"2018-03-21",25.0,37.8,51.8,31.1,78.9,0.04,NW,2.9,13.5,40.7,39.0,40.4,20.5,0.00,10.30,0.05,0.07,29.84,
"2018-03-22",34.0,43.6,54.7,40.6,89.5,0.49,SW,3.9,17.5,43.0,40.9,41.8,20.6,0.28,5.21,0.04,0.05,29.66,
"2018-03-23",29.0,37.9,48.1,28.2,70.3,0.13,SE,4.8,20.0,41.3,40.0,41.3,20.9,0.00,10.10,0.06,0.09,29.89,
"2018-03-24",28.7,34.9,42.9,31.6,88.6,0.54,S,4.1,19.6,39.9,39.4,40.2,21.1,0.30,7.69,0.04,0.05,29.79,
"2018-03-25",27.5,33.8,44.0,29.1,85.0,0.25,N,3.5,11.4,39.3,38.1,39.2,21.4,0.02,10.23,0.05,0.06,29.98,
"2018-03-26",23.7,35.3,43.4,28.4,77.9,0.05,SE,4.7,15.3,38.2,37.7,38.7,21.2,0.01,7.99,0.04,0.05,30.15,
"2018-03-27",32.2,43.1,58.6,35.4,75.4,0.01,SE,5.2,17.8,40.3,38.5,39.5,21.0,0.00,7.41,0.07,0.11,30.10,
"2018-03-28",27.2,40.6,57.8,27.1,65.5,0.20,NW,3.2,14.6,41.3,38.6,40.2,20.7,0.00,16.32,0.09,0.12,30.16,
"2018-03-29",25.3,41.1,56.2,27.2,62.9,0.00,SE,4.1,17.5,41.9,38.7,40.4,20.5,0.00,16.81,0.09,0.12,30.18,
"2018-03-30",38.7,49.3,62.9,30.9,54.4,0.00,W,5.4,20.7,45.4,41.2,42.7,20.2,0.00,17.40,0.13,0.18,29.99,
"2018-03-31",28.9,42.8,53.0,17.5,40.7,0.00,NW,5.0,17.5,45.0,41.8,43.3,20.0,0.00,18.40,0.11,0.16,30.14,
"2018-04-01",26.3,38.2,53.4,27.1,67.4,0.01,S,4.9,22.8,42.8,40.7,42.1,19.7,0.03,13.01,0.08,0.12,29.79,
"2018-04-02",30.7,37.6,48.1,22.7,57.7,0.02,NW,4.0,15.7,42.7,40.3,41.7,19.6,0.00,14.79,0.08,0.11,29.83,
"2018-04-03",27.2,36.6,45.7,24.5,63.8,0.00,SE,3.7,13.5,41.3,40.1,41.3,19.5,0.00,9.97,0.06,0.08,30.03,
"2018-04-04",30.5,40.8,51.8,29.9,68.3,0.04,SW,3.6,15.7,42.9,40.0,41.5,19.3,0.06,12.70,0.07,0.10,30.04,
"2018-04-05",39.2,41.7,44.8,39.7,92.6,0.80,NW,4.1,10.7,44.4,42.3,43.1,19.4,0.22,6.93,0.04,0.04,30.01,
"2018-04-06",34.5,42.9,48.7,37.1,81.1,0.57,W,3.1,11.0,45.4,43.1,44.1,19.9,0.07,9.20,0.05,0.06,29.93,
"2018-04-07",34.2,40.3,46.5,38.0,91.5,0.60,NW,4.0,15.3,43.6,43.1,43.8,20.3,0.45,3.56,0.02,0.03,29.62,
"2018-04-08",39.1,46.5,56.6,39.6,78.9,0.38,S,3.1,17.1,45.6,42.8,44.1,21.1,0.01,10.79,0.07,0.09,29.87,
"2018-04-09",36.3,45.5,56.0,37.3,74.9,0.11,SE,4.4,16.7,46.9,43.9,45.5,20.8,0.00,13.76,0.08,0.11,30.21,
"2018-04-10",34.9,43.2,51.9,39.7,87.8,0.23,S,3.6,11.4,45.4,44.0,45.1,20.5,0.02,5.94,0.04,0.05,29.94,
"2018-04-11",37.0,46.7,57.4,36.5,71.6,0.31,SE,4.8,17.5,47.5,44.1,45.6,20.4,0.05,16.27,0.10,0.13,29.79,
"2018-04-12",32.4,42.3,51.8,35.7,79.3,0.38,W,4.7,20.7,46.6,45.2,46.1,21.9,0.72,9.63,0.06,0.08,29.73,
"2018-04-13",29.2,38.8,45.6,34.7,85.9,0.27,SE,5.3,15.0,43.8,43.0,44.2,22.2,0.06,7.86,0.04,0.05,30.23,
"2018-04-14",40.2,46.4,51.6,41.8,84.5,0.12,SE,5.2,17.1,46.2,43.8,45.0,21.8,0.04,10.36,0.06,0.07,30.14,
"2018-04-15",41.4,47.7,55.1,42.1,82.1,0.26,SE,4.3,12.1,47.6,45.0,46.3,21.4,0.38,10.19,0.07,0.08,29.80,
"2018-04-16",39.4,43.5,45.6,38.9,84.0,0.39,SE,5.3,20.0,47.5,46.6,47.2,22.4,0.17,8.22,0.05,0.06,29.66,
"2018-04-17",33.4,43.5,55.5,33.2,70.2,0.08,S,5.1,20.7,46.9,45.2,46.4,22.1,0.02,12.74,0.09,0.12,29.97,
"2018-04-18",28.1,41.3,55.2,29.6,68.0,0.05,E,3.2,12.1,46.8,43.7,45.8,21.5,0.00,19.02,0.10,0.12,30.21,
"2018-04-19",31.4,47.3,65.4,31.2,60.0,0.00,NW,5.2,16.0,48.9,44.3,46.7,21.0,0.00,24.50,0.15,0.20,30.15,
"2018-04-20",30.6,48.7,66.0,33.8,61.9,0.02,SE,3.9,20.3,49.7,45.4,47.8,20.6,0.00,23.08,0.14,0.18,30.15,
"2018-04-21",35.3,52.5,61.0,27.9,42.3,0.00,SW,6.5,31.1,52.0,48.5,49.8,20.1,0.00,20.62,0.15,0.21,30.12,
"2018-04-22",29.0,44.8,59.7,24.4,50.4,0.00,NW,4.7,15.0,49.8,46.3,48.5,19.8,0.00,23.41,0.14,0.18,30.25,
"2018-04-23",31.9,48.5,67.3,28.1,50.0,0.00,NW,5.2,17.8,50.7,45.9,48.5,19.4,0.00,25.20,0.17,0.23,30.35,
"2018-04-24",30.7,50.7,71.8,31.0,55.3,0.00,N,3.9,12.8,51.9,47.0,49.6,19.1,0.00,25.15,0.17,0.22,30.31,
"2018-04-25",37.4,55.1,74.5,30.9,49.0,0.00,NW,4.7,15.7,53.6,48.6,51.0,18.9,0.00,25.47,0.19,0.26,30.12,
"2018-04-26",33.5,55.7,79.2,33.6,50.2,0.00,NW,3.9,14.2,54.6,49.0,51.8,18.5,0.00,25.93,0.19,0.26,30.11,
"2018-04-27",39.1,59.0,84.2,37.4,52.1,0.00,NW,4.6,16.0,55.9,50.6,53.2,18.2,0.00,25.37,0.22,0.30,29.84,
"2018-04-28",42.9,49.1,58.5,43.4,80.9,0.07,SE,5.3,17.8,52.8,51.8,53.0,17.9,0.09,4.76,0.06,0.08,29.86,
"2018-04-29",40.9,47.9,58.1,43.8,86.5,0.27,SE,3.6,17.1,52.8,50.0,51.4,17.9,0.19,13.94,0.08,0.10,29.89,
"2018-04-30",39.3,48.9,59.7,43.3,82.6,0.28,S,3.4,14.2,53.8,50.3,52.0,18.0,0.02,16.35,0.09,0.11,29.97,
"2018-05-01",40.6,52.3,65.7,38.9,66.0,0.20,NW,4.5,19.6,55.0,50.8,52.6,18.0,0.00,21.31,0.14,0.18,29.94,
"2018-05-02",35.9,53.5,73.5,39.5,64.5,0.08,SE,3.1,12.1,55.8,50.8,53.2,17.9,0.00,23.94,0.16,0.20,30.00,
"2018-05-03",39.4,57.7,76.4,42.7,62.5,0.06,SE,4.2,17.5,57.3,52.0,54.5,17.7,0.00,24.68,0.18,0.23,30.07,
"2018-05-04",45.2,61.6,77.5,44.2,57.8,0.02,SE,4.7,19.6,59.0,53.6,55.9,17.4,0.00,24.55,0.19,0.25,30.10,
"2018-05-05",46.8,59.0,73.2,46.7,66.8,0.03,SE,3.3,11.7,59.1,55.4,57.0,17.1,0.00,17.28,0.14,0.17,30.12,
"2018-05-06",46.5,63.5,79.8,47.3,60.9,0.06,NW,5.6,21.8,60.7,55.4,57.5,16.9,0.00,22.86,0.20,0.26,30.01,
"2018-05-07",53.2,61.1,70.4,54.1,78.8,0.06,SE,3.8,11.7,61.1,57.7,58.9,16.7,0.00,13.19,0.11,0.13,30.12,
"2018-05-08",49.5,62.6,77.5,52.3,72.8,0.31,NW,2.4,10.3,62.3,57.1,59.1,16.5,0.00,21.72,0.15,0.18,30.07,
"2018-05-09",46.6,58.5,65.2,53.8,84.9,0.28,E,4.1,17.5,60.9,58.7,59.5,16.3,0.25,7.86,0.06,0.07,29.95,
"2018-05-10",41.9,50.6,58.9,45.4,83.5,0.23,SE,3.7,21.8,58.0,56.2,57.4,16.3,0.14,14.03,0.08,0.10,29.96,
"2018-05-11",45.9,54.2,68.0,48.0,81.4,0.29,NW,4.1,18.2,59.8,55.6,57.2,16.3,0.06,20.89,0.14,0.16,30.07,
"2018-05-12",40.6,58.8,76.9,43.5,63.9,0.23,NW,6.0,16.7,60.0,55.3,57.4,16.3,0.00,28.20,0.21,0.28,30.03,
"2018-05-13",45.3,64.7,83.4,45.8,55.2,0.00,NW,4.5,18.2,61.5,56.0,57.9,16.2,0.00,25.03,0.21,0.28,29.97,
"2018-05-14",44.3,65.2,84.1,47.8,59.6,0.13,E,2.8,12.8,63.4,57.4,59.6,15.9,0.00,27.20,0.20,0.24,29.99,
"2018-05-15",46.9,65.8,85.5,48.7,59.6,0.06,NE,3.1,9.2,64.2,58.4,60.5,15.6,0.00,26.51,0.21,0.26,29.89,
"2018-05-16",47.6,65.0,80.5,51.6,64.8,0.07,SE,4.3,19.2,64.4,59.1,61.4,15.3,0.00,23.92,0.19,0.23,29.87,
"2018-05-17",55.8,59.7,70.3,55.7,86.8,0.35,NW,3.7,17.1,62.7,60.9,61.7,15.1,0.44,8.02,0.08,0.10,29.95,
"2018-05-18",53.3,58.1,65.1,52.2,81.8,0.43,NW,4.3,12.8,61.0,58.8,59.7,14.9,0.25,10.29,0.09,0.11,30.04,
"2018-05-19",49.0,58.0,68.3,48.3,72.0,0.04,NW,3.2,9.9,61.0,58.5,59.5,15.2,0.00,14.90,0.12,0.14,30.03,
"2018-05-20",42.9,60.2,76.1,48.7,69.7,0.16,NW,3.5,11.4,62.0,57.0,59.2,15.4,0.00,24.57,0.17,0.20,29.93,
"2018-05-21",47.1,63.6,80.9,50.3,66.0,0.08,NW,3.0,9.9,64.4,58.8,61.0,15.4,0.00,26.48,0.19,0.23,29.93,
"2018-05-22",47.6,65.8,84.7,50.3,62.5,0.11,NW,3.4,10.3,65.8,59.6,62.0,15.3,0.00,28.79,0.22,0.27,29.91,
"2018-05-23",49.5,66.5,85.5,50.4,60.6,0.04,NW,4.2,14.2,66.5,60.6,62.8,15.0,0.00,23.95,0.21,0.27,29.81,
"2018-05-24",55.8,68.3,82.0,54.6,64.8,0.01,SE,4.1,16.7,66.8,62.5,64.1,14.8,0.00,21.43,0.19,0.23,29.91,
"2018-05-25",47.9,66.3,79.1,52.4,64.0,0.09,SE,3.0,12.8,65.9,61.5,63.5,14.5,0.00,20.05,0.16,0.19,29.87,
"2018-05-26",52.3,65.0,78.8,47.7,56.6,0.01,SE,4.4,16.0,66.8,62.3,64.1,14.2,0.00,25.99,0.21,0.26,29.91,
"2018-05-27",44.1,62.1,77.6,47.7,63.0,0.03,SE,3.7,15.7,66.0,61.1,63.6,13.9,0.00,28.92,0.20,0.24,30.08,
"2018-05-28",46.8,65.4,83.6,48.5,60.2,0.13,SE,3.9,16.7,66.7,61.5,63.9,13.5,0.00,28.47,0.22,0.28,29.98,
"2018-05-29",44.9,58.8,73.4,41.3,55.5,0.00,S,4.4,15.3,65.0,61.4,63.4,13.1,0.00,22.20,0.18,0.23,29.90,
"2018-05-30",38.7,54.9,68.9,39.3,59.4,0.00,SE,2.9,9.9,64.0,60.0,62.1,12.8,0.00,24.94,0.16,0.19,29.84,
"2018-05-31",40.5,55.1,69.0,41.2,63.1,0.05,W,3.8,18.2,62.6,59.3,61.0,12.6,0.01,17.42,0.14,0.17,29.79,
"2018-06-01",44.9,53.8,67.4,45.7,76.8,0.32,SE,3.3,12.4,61.1,59.5,60.5,12.5,0.08,13.87,0.11,0.14,30.08,
"2018-06-02",38.9,57.9,76.4,43.5,63.9,0.13,SE,3.0,12.1,62.1,57.1,59.7,12.2,0.00,27.63,0.19,0.22,30.21,
"2018-06-03",42.4,64.9,82.7,46.6,57.5,0.14,SE,3.6,15.0,64.3,58.7,61.3,11.8,0.00,25.63,0.20,0.25,29.95,
"2018-06-04",48.8,61.5,72.4,40.2,50.1,0.00,S,5.0,28.6,65.4,61.4,63.2,11.4,0.00,26.43,0.20,0.26,29.89,
"2018-06-05",37.9,57.0,72.2,37.4,53.6,0.01,S,3.6,15.3,63.7,59.7,62.1,11.0,0.00,28.29,0.19,0.23,29.95,
"2018-06-06",35.6,58.3,77.9,40.2,57.8,0.06,E,2.4,11.7,63.5,59.0,61.5,10.7,0.00,26.30,0.18,0.22,29.94,
"2018-06-07",42.0,63.1,84.2,45.3,58.9,0.15,NE,2.7,11.4,64.7,59.5,61.8,10.3,0.00,25.94,0.20,0.24,29.87,
"2018-06-08",49.3,64.7,79.3,44.0,51.8,0.00,SE,4.5,16.0,65.6,60.9,63.0,9.9,0.00,28.11,0.22,0.29,29.93,
"2018-06-09",49.9,55.6,61.4,50.7,84.0,0.20,SE,3.5,14.2,62.8,61.6,62.7,9.7,0.18,6.92,0.06,0.07,29.84,
"2018-06-10",37.7,49.4,60.5,40.6,73.7,0.18,NW,4.8,22.5,58.8,58.7,59.7,9.7,0.06,15.05,0.10,0.13,29.92,
"2018-06-11",31.8,49.9,66.5,38.1,68.1,0.12,NE,3.0,19.6,57.7,55.3,57.5,9.7,0.00,22.46,0.14,0.17,30.05,
"2018-06-12",35.8,55.2,69.8,38.9,60.2,0.07,NE,3.3,11.7,59.8,55.8,58.1,9.7,0.00,24.43,0.16,0.19,30.09,
"2018-06-13",46.7,60.8,74.6,43.6,57.0,0.01,SW,3.9,20.0,61.5,58.3,59.8,9.6,0.00,16.53,0.15,0.20,29.82,
"2018-06-14",42.5,58.7,71.8,41.6,56.2,0.00,S,3.3,13.9,61.6,58.1,60.0,9.5,0.00,20.78,0.16,0.19,29.92,
"2018-06-15",43.0,57.2,73.5,45.2,67.8,0.07,NW,3.7,17.5,62.0,58.7,60.5,9.4,0.00,20.83,0.16,0.20,29.89,
"2018-06-16",43.2,60.6,78.6,45.4,62.9,0.13,N,4.4,15.0,61.2,58.4,60.2,9.3,0.00,17.99,0.17,0.22,29.93,
"2018-06-17",45.6,65.8,82.0,43.2,51.9,0.04,NE,5.0,18.2,64.6,59.5,61.7,9.1,0.00,25.52,0.23,0.30,29.97,
"2018-06-18",49.4,64.4,81.3,47.7,58.1,0.01,NW,3.5,14.2,64.3,60.8,62.5,8.9,0.00,14.50,0.15,0.20,30.00,
